# re,im (signed integer codes)
-29491,12479
-29604,12175
-29654,11945
-29796,11729
-29903,11423
-29947,11190
-30083,10972
-30183,10663
-30220,10427
-30350,10207
-30444,9896
-30475,9658
-30598,9436
-30686,9123
-30710,8883
-30826,8659
-30907,8344
-30925,8102
-31034,7876
-31109,7560
-31120,7316
-31223,7089
-31291,6771
-31295,6525
-31392,6297
-31453,5977
-31451,5730
-31540,5500
-31595,5180
-31586,4932
-31668,4701
-31717,4379
-31701,4130
-31777,3898
-31818,3575
-31795,3326
-31864,3093
-31899,2770
-31869,2519
-31931,2286
-31960,1962
-31923,1711
-31978,1477
-32000,1153
-31956,901
-32005,668
-32019,343
-31969,92
-32010,-142
-32018,-466
-31961,-718
-31996,-952
-31997,-1276
-31933,-1528
-31961,-1761
-31955,-2085
-31884,-2336
-31905,-2569
-31893,-2892
-31815,-3143
-31829,-3375
-31810,-3698
-31725,-3948
-31733,-4179
-31707,-4501
-31616,-4751
-31616,-4981
-31584,-5302
-31485,-5550
-31479,-5779
-31440,-6099
-31335,-6346
-31322,-6574
-31276,-6892
-31165,-7138
-31145,-7364
-31092,-7681
-30974,-7925
-30947,-8150
-30889,-8464
-30764,-8707
-30731,-8930
-30665,-9243
-30534,-9484
-30494,-9704
-30422,-10015
-30284,-10254
-30238,-10473
-30160,-10782
-30015,-11018
-29962,-11234
-29878,-11541
-29727,-11775
-29667,-11989
-29577,-12293
-29419,-12525
-29354,-12735
-29257,-13037
-29093,-13266
-29021,-13474
-28918,-13772
-28748,-13999
-28670,-14204
-28561,-14499
-28385,-14723
-28301,-14925
-28186,-15217
-28004,-15437
-27913,-15636
-27792,-15925
-27604,-16142
-27508,-16337
-27381,-16622
-27187,-16836
-27085,-17028
-26952,-17309
-26752,-17520
-26644,-17707
-26506,-17985
-26301,-18192
-26187,-18376
-26043,-18650
-25832,-18853
-25712,-19032
-25563,-19302
-25347,-19501
-25222,-19677
-25067,-19943
-24845,-20137
-24715,-20308
-24555,-20570
-24328,-20760
-24192,-20927
-24027,-21184
-23795,-21370
-23654,-21532
-23484,-21785
-23247,-21966
-23101,-22124
-22926,-22372
-22683,-22549
-22533,-22701
-22353,-22944
-22106,-23116
-21950,-23264
-21766,-23502
-21514,-23669
-21353,-23812
-21165,-24045
-20908,-24207
-20743,-24344
-20550,-24572
-20289,-24729
-20120,-24861
-19922,-25084
-19657,-25235
-19483,-25362
-19282,-25579
-19012,-25726
-18834,-25847
-18629,-26058
-18355,-26199
-18173,-26315
-17964,-26521
-17686,-26656
-17501,-26766
-17288,-26966
-17006,-27096
-16817,-27200
-16600,-27395
-16315,-27519
-16122,-27617
-15902,-27805
-15614,-27924
-15417,-28016
-15194,-28198
-14903,-28311
-14703,-28397
-14476,-28573
-14181,-28680
-13978,-28759
-13749,-28930
-13451,-29030
-13245,-29104
-13013,-29268
-12713,-29362
-12504,-29429
-12269,-29587
-11966,-29675
-11754,-29736
-11517,-29888
-11211,-29969
-10997,-30024
-10757,-30169
-10449,-30244
-10233,-30292
-9991,-30431
-9681,-30500
-9462,-30541
-9218,-30673
-8906,-30736
-8685,-30771
-8440,-30896
-8125,-30952
-7903,-30980
-7656,-31099
-7340,-31149
-7115,-31170
-6867,-31283
-6549,-31325
-6324,-31340
-6074,-31446
-5755,-31482
-5528,-31490
-5276,-31589
-4956,-31618
-4728,-31620
-4476,-31712
-4155,-31734
-3925,-31729
-3673,-31814
-3350,-31830
-3120,-31818
-2867,-31896
-2544,-31906
-2313,-31886
-2059,-31958
-1736,-31961
-1505,-31934
-1250,-31999
-927,-31995
-695,-31962
-441,-32020
-117,-32009
115,-31969
369,-32020
693,-32003
925,-31956
1179,-32000
1502,-31976
1734,-31922
1988,-31959
2311,-31928
2542,-31868
2795,-31898
3118,-31860
3348,-31793
3601,-31816
3923,-31772
4153,-31698
4404,-31715
4725,-31663
4955,-31582
5205,-31592
5525,-31535
5753,-31447
6002,-31450
6321,-31385
6548,-31291
6796,-31287
7113,-31216
7338,-31115
7585,-31105
7901,-31027
8124,-30919
8369,-30902
8683,-30818
8905,-30703
9148,-30680
9460,-30589
9680,-30468
9920,-30438
10231,-30341
10449,-30213
10687,-30176
10995,-30073
11211,-29938
11447,-29895
11752,-29786
11966,-29645
12199,-29596
12502,-29480
12713,-29332
12944,-29277
13244,-29155
13452,-29001
13680,-28939
13977,-28811
14183,-28651
14407,-28583
14702,-28449
14904,-28283
15125,-28209
15417,-28068
15616,-27896
15834,-27816
16122,-27670
16318,-27492
16532,-27406
16817,-27254
17009,-27070
17220,-26978
17501,-26820
17690,-26631
17896,-26533
18174,-26370
18359,-26174
18562,-26071
18835,-25902
19016,-25701
19215,-25592
19484,-25418
19661,-25211
19856,-25097
20121,-24917
20294,-24705
20484,-24586
20745,-24401
20913,-24184
21099,-24059
21355,-23869
21520,-23647
21701,-23517
21952,-23322
22112,-23094
22288,-22959
22535,-22760
22690,-22527
22862,-22387
23104,-22183
23254,-21945
23420,-21801
23658,-21592
23803,-21350
23964,-21200
24196,-20987
24336,-20740
24492,-20586
24719,-20369
24854,-20117
25005,-19959
25227,-19737
25356,-19482
25501,-19319
25718,-19093
25842,-18834
25981,-18667
26192,-18437
26311,-18173
26445,-18003
26650,-17769
26763,-17502
26892,-17327
27091,-17090
27199,-16819
27321,-16640
27515,-16400
27616,-16125
27733,-15943
27921,-15699
28016,-15420
28127,-15235
28309,-14988
28398,-14706
28503,-14518
28679,-14267
28762,-13983
28860,-13791
29030,-13538
29108,-13250
29200,-13056
29363,-12800
29435,-12509
29520,-12312
29677,-12053
29743,-11760
29822,-11560
29973,-11299
30032,-11003
30104,-10801
30249,-10538
30301,-10239
30367,-10035
30505,-9770
30552,-9469
30611,-9263
30743,-8995
30782,-8693
30835,-8485
30960,-8215
30993,-7911
31039,-7701
31158,-7430
31184,-7124
31224,-6912
31336,-6640
31356,-6332
31388,-6119
31493,-5845
31507,-5536
31532,-5322
31631,-5047
31637,-4737
31656,-4522
31748,-4246
31748,-3935
31760,-3718
31845,-3442
31838,-3130
31843,-2913
31922,-2635
31908,-2323
31906,-2105
31978,-1828
31958,-1514
31949,-1296
32013,-1018
31986,-705
31971,-487
32029,-209
31995,105
31972,323
32023,601
31983,915
31954,1133
31998,1411
31950,1724
31914,1942
31951,2219
31897,2532
31854,2750
31885,3026
31824,3339
31774,3556
31797,3831
31730,4143
31673,4359
31690,4634
31616,4945
31552,5160
31562,5434
31481,5744
31411,5958
31414,6230
31327,6539
31249,6752
31246,7022
31152,7330
31068,7541
31058,7810
30957,8116
30867,8326
30850,8593
30743,8897
30646,9105
30622,9370
30509,9672
30405,9878
30375,10141
30255,10441
30144,10645
30108,10906
29982,11204
29865,11405
29822,11664
29690,11959
29566,12158
29517,12414
29378,12707
29248,12903
29193,13156
29048,13446
28912,13640
28851,13890
28699,14177
28557,14368
28490,14615
28332,14899
28184,15087
28110,15331
27947,15611
27792,15796
27713,16036
27544,16314
27383,16495
27298,16732
27123,17006
26956,17183
26865,17416
26685,17687
26512,17861
26416,18090
26229,18357
26051,18527
25949,18752
25757,19015
25574,19181
25466,19402
25269,19661
25079,19823
24966,20039
24764,20294
24569,20452
24451,20664
24243,20914
24043,21068
23920,21275
23707,21521
23502,21670
23373,21873
23155,22114
22945,22259
22812,22457
22589,22693
22374,22833
22236,23026
22008,23258
21789,23392
21645,23581
21414,23808
21189,23937
21041,24120
20805,24342
20576,24466
20424,24644
20183,24861
19950,24980
19793,25153
19548,25364
19311,25478
19150,25645
18901,25851
18659,25959
18494,26120
18242,26321
17996,26424
17827,26579
17571,26774
17321,26871
17148,27021
16888,27210
16634,27302
16459,27446
16195,27629
15938,27715
15758,27853
15491,28030
15231,28110
15048,28242
14778,28413
14514,28487
14328,28613
14055,28778
13788,28846
13599,28966
13323,29125
13053,29186
12861,29300
12582,29453
12310,29508
12115,29615
11834,29762
11558,29811
11361,29911
11078,30052
10800,30094
10600,30189
10314,30323
10034,30359
9833,30446
9545,30574
9262,30604
9059,30685
8769,30806
8484,30829
8279,30903
7987,31018
7701,31035
7494,31102
7200,31210
6912,31220
6704,31281
6409,31383
6119,31386
5910,31440
5613,31535
5323,31532
5112,31579
4814,31667
4522,31657
4310,31697
4012,31779
3719,31762
3506,31795
3208,31870
2914,31847
2700,31873
2401,31941
2106,31911
1892,31931
1593,31992
1298,31955
1083,31967
783,32022
488,31978
273,31984
-27,32031
-322,31981
-537,31980
-836,32021
-1132,31963
-1346,31955
-1646,31989
-1941,31925
-2155,31910
-2454,31937
-2749,31866
-2962,31845
-3260,31865
-3555,31787
-3767,31759
-4065,31772
-4358,31688
-4570,31652
-4867,31659
-5160,31568
-5370,31526
-5666,31526
-5957,31428
-6167,31379
-6461,31373
-6751,31268
-6960,31212
-7252,31199
-7541,31088
-7748,31025
-8039,31006
-8326,30888
-8531,30819
-8820,30792
-9105,30668
-9308,30592
-9595,30559
-9879,30429
-10080,30346
-10365,30307
-10646,30170
-10845,30080
-11128,30035
-11407,29891
-11603,29796
-11883,29744
-12160,29594
-12354,29492
-12632,29433
-12906,29277
-13097,29169
-13372,29104
-13643,28942
-13831,28827
-14103,28757
-14372,28588
-14557,28467
-14825,28391
-15091,28216
-15273,28089
-15538,28006
-15801,27826
-15980,27693
-16241,27604
-16500,27418
-16676,27279
-16934,27184
-17189,26992
-17361,26847
-17616,26747
-17867,26549
-18036,26398
-18286,26293
-18534,26089
-18698,25933
-18945,25822
-19189,25613
-19349,25451
-19591,25334
-19831,25120
-19987,24952
-20225,24830
-20461,24610
-20613,24437
-20846,24310
-21078,24085
-21225,23907
-21454,23775
-21681,23545
-21824,23362
-22048,23224
-22271,22989
-22408,22801
-22628,22659
-22846,22419
-22979,22226
-23193,22079
-23406,21835
-23534,21636
-23744,21485
-23952,21236
-24075,21033
-24279,20877
-24482,20624
-24600,20416
-24799,20256
-24997,19998
-25109,19787
-25303,19622
-25495,19360
-25602,19144
-25790,18975
-25977,18709
-26079,18489
-26261,18317
-26443,18047
-26539,17823
-26716,17646
-26892,17372
-26982,17145
-27153,16964
-27323,16687
-27408,16455
-27573,16272
-27737,15991
-27816,15756
-27975,15569
-28133,15285
-28206,15046
-28359,14856
-28512,14569
-28578,14327
-28725,14133
-28872,13843
-28932,13598
-29073,13402
-29213,13109
-29268,12861
-29402,12662
-29536,12366
-29584,12115
-29712,11914
-29840,11615
-29882,11362
-30003,11158
-30125,10857
-30160,10601
-30275,10395
-30390,10092
-30419,9834
-30528,9625
-30636,9320
-30659,9060
-30760,8850
-30863,8543
-30879,8281
-30974,8068
-31070,7760
-31079,7496
-31167,7282
-31257,6972
-31259,6706
-31341,6491
-31423,6179
-31419,5912
-31494,5696
-31570,5383
-31559,5114
-31627,4897
-31697,4583
-31679,4313
-31740,4095
-31803,3780
-31778,3509
-31833,3290
-31889,2975
-31858,2703
-31905,2483
-31954,2167
-31916,1896
-31957,1675
-31999,1359
-31954,1087
-31988,866
-32024,549
-31972,277
-31999,56
-32028,-261
-31969,-533
-31989,-754
-32012,-1070
-31946,-1343
-31959,-1563
-31975,-1879
-31902,-2152
-31908,-2372
-31917,-2687
-31838,-2959
-31837,-3178
-31839,-3493
-31754,-3765
-31746,-3983
-31741,-4297
-31649,-4568
-31634,-4785
-31623,-5098
-31523,-5368
-31502,-5584
-31484,-5896
-31378,-6165
-31350,-6380
-31325,-6690
-31212,-6958
-31177,-7171
-31146,-7480
-31027,-7746
-30985,-7958
-30947,-8265
-30821,-8529
-30773,-8740
-30729,-9045
-30596,-9307
-30541,-9516
-30490,-9819
-30351,-10079
-30290,-10286
-30232,-10587
-30087,-10845
-30019,-11049
-29955,-11348
-29803,-11604
-29729,-11805
-29659,-12101
-29500,-12355
-29419,-12554
-29343,-12847
-29179,-13098
-29092,-13294
-29009,-13585
-28838,-13833
-28745,-14026
-28657,-14314
-28480,-14559
-28380,-14749
-28285,-15034
-28103,-15276
-27997,-15463
-27896,-15744
-27707,-15983
-27596,-16167
-27489,-16444
-27294,-16680
-27177,-16860
-27065,-17134
-26864,-17366
-26740,-17542
-26623,-17813
-26416,-18041
-26287,-18213
-26164,-18480
-25952,-18705
-25817,-18873
-25688,-19136
-25471,-19356
-25330,-19520
-25196,-19779
-24973,-19995
-24827,-20155
-24688,-20409
-24460,-20622
-24308,-20777
-24164,-21027
-23930,-21235
-23774,-21386
-23624,-21631
-23386,-21834
-23224,-21981
-23070,-22221
-22826,-22420
-22660,-22561
-22500,-22797
-22252,-22991
-22080,-23128
-21917,-23358
-21664,-23547
-21487,-23679
-21319,-23905
-21061,-24089
-20880,-24215
-20707,-24436
-20445,-24615
-20260,-24736
-20083,-24951
-19816,-25125
-19627,-25241
-19445,-25451
-19175,-25619
-18981,-25730
-18795,-25934
-18521,-26097
-18323,-26202
-18133,-26400
-17855,-26558
-17653,-26657
-17460,-26850
-17177,-27002
-16972,-27096
-16775,-27282
-16489,-27429
-16280,-27516
-16079,-27697
-15790,-27838
-15577,-27920
-15374,-28095
-15081,-28229
-14865,-28305
-14658,-28474
-14362,-28603
-14143,-28672
-13933,-28835
-13634,-28958
-13412,-29021
-13199,-29178
-12898,-29294
-12672,-29351
-12457,-29502
-12153,-29612
-11924,-29663
-11707,-29807
-11400,-29911
-11169,-29955
-10949,-30092
-10640,-30190
-10407,-30228
-10184,-30359
-9873,-30451
-9637,-30482
-9413,-30606
-9100,-30691
-8862,-30716
-8636,-30834
-8320,-30912
-8081,-30931
-7853,-31042
-7536,-31114
-7295,-31125
-7065,-31230
-6747,-31295
-6504,-31300
-6273,-31398
-5953,-31457
-5709,-31455
-5477,-31546
-5156,-31598
-4910,-31589
-4677,-31673
-4355,-31719
-4108,-31704
-3874,-31781
-3551,-31820
-3304,-31797
-3069,-31868
-2745,-31900
-2497,-31871
-2262,-31935
-1938,-31960
-1689,-31924
-1453,-31981
-1129,-31999
-879,-31957
-644,-32007
-319,-32018
-70,-31969
166,-32012
491,-32017
740,-31960
976,-31997
1301,-31995
1550,-31931
1785,-31961
2109,-31952
2358,-31882
2593,-31905
2917,-31889
3165,-31812
3399,-31828
3722,-31806
3970,-31722
4203,-31731
4526,-31702
4773,-31612
5005,-31614
5326,-31578
5572,-31481
5803,-31476
6123,-31434
6368,-31330
6597,-31318
6916,-31270
7159,-31159
7387,-31140
7704,-31085
7946,-30968
8173,-30943
8488,-30881
8728,-30757
8953,-30725
9266,-30657
9505,-30526
9727,-30488
10039,-30413
10275,-30276
10495,-30231
10805,-30150
11039,-30006
11257,-29955
11564,-29868
11796,-29717
12011,-29660
12315,-29566
12545,-29410
12757,-29345
13059,-29246
13286,-29083
13496,-29012
13795,-28906
14019,-28737
14225,-28661
14521,-28549
14742,-28373
14946,-28291
15238,-28173
15456,-27991
15657,-27903
15946,-27779
16161,-27591
16358,-27497
16643,-27367
16855,-27174
17048,-27073
17330,-26938
17538,-26739
17727,-26632
18006,-26491
18210,-26286
18395,-26174
18670,-26028
18870,-25817
19051,-25699
19322,-25547
19518,-25331
19695,-25208
19962,-25051
20154,-24829
20327,-24701
20589,-24538
20777,-24312
20945,-24178
21203,-24010
21386,-23778
21550,-23639
21803,-23466
21982,-23229
22141,-23085
22389,-22908
22563,-22666
22718,-22517
22961,-22334
23131,-22088
23280,-21934
23519,-21747
23683,-21495
23827,-21337
24061,-21145
24220,-20889
24359,-20726
24588,-20530
24742,-20270
24876,-20102
25099,-19902
25248,-19637
25376,-19465
25594,-19261
25738,-18992
25861,-18816
26073,-18608
26211,-18335
26328,-18155
26535,-17943
26667,-17666
26779,-17482
26980,-17266
27107,-16985
27212,-16797
27407,-16578
27529,-16294
27629,-16103
27818,-15880
27933,-15592
28027,-15397
28210,-15171
28320,-14880
28407,-14682
28584,-14453
28688,-14159
28770,-13958
28940,-13726
29038,-13429
29113,-13224
29278,-12990
29369,-12690
29438,-12483
29597,-12245
29682,-11942
29745,-11733
29897,-11493
29975,-11188
30032,-10975
30177,-10733
30250,-10426
30300,-10211
30439,-9967
30505,-9657
30548,-9440
30681,-9194
30740,-8882
30777,-8663
30903,-8415
30956,-8101
30986,-7881
31105,-7631
31152,-7315
31175,-7093
31288,-6842
31328,-6525
31344,-6301
31450,-6048
31484,-5730
31494,-5505
31593,-5251
31620,-4932
31623,-4705
31715,-4451
31735,-4130
31731,-3903
31817,-3647
31830,-3326
31820,-3097
31898,-2841
31905,-2519
31887,-2290
31959,-2034
31960,-1711
31935,-1482
32000,-1225
31993,-902
31962,-672
32020,-415
32007,-92
31968,138
32020,395
32000,718
31954,948
31999,1204
31972,1527
31920,1757
31958,2013
31924,2336
31865,2565
31896,2821
31856,3143
31790,3371
31814,3626
31767,3948
31694,4176
31711,4430
31657,4750
31578,4977
31588,5230
31528,5550
31441,5776
31445,6027
31378,6346
31285,6570
31282,6821
31208,7137
31108,7361
31099,7610
31018,7925
30912,8147
30896,8394
30809,8707
30696,8927
30673,9172
30579,9484
30460,9702
30430,9945
30330,10255
30204,10471
30168,10711
30062,11019
29929,11233
29887,11471
29774,11776
29635,11987
29586,12223
29468,12525
29322,12734
29267,12967
29142,13267
28990,13473
28929,13703
28798,14000
28639,14203
28572,14430
28435,14724
28271,14924
28197,15148
28054,15439
27884,15636
27804,15856
27655,16144
27479,16337
27393,16554
27239,16838
27056,17028
26965,17241
26805,17522
26616,17709
26519,17918
26353,18194
26159,18377
26057,18583
25885,18855
25686,19034
25577,19235
25401,19504
25196,19679
25082,19876
24900,20141
24689,20311
24570,20504
24383,20764
24167,20930
24043,21119
23850,21374
23629,21536
23500,21720
23302,21971
23077,22128
22942,22307
22740,22553
22509,22706
22370,22880
22163,23121
21927,23269
21783,23438
21571,23675
21331,23818
21182,23981
20966,24213
20721,24351
20568,24509
20347,24735
20098,24868
19940,25021
19715,25242
19462,25370
19300,25517
19071,25733
18813,25855
18647,25997
18415,26207
18153,26323
17983,26460
17746,26664
17480,26775
17307,26906
17067,27105
16797,27210
16620,27335
16376,27528
16103,27627
15922,27746
15675,27933
15398,28027
15214,28139
14964,28321
14684,28408
14496,28515
14243,28690
13960,28772
13769,28872
13513,29041
13227,29117
13034,29211
12775,29374
12486,29443
12290,29531
12028,29687
11736,29750
11538,29832
11274,29982
10979,30039
10778,30113
10512,30257
10216,30308
10012,30376
9744,30513
9445,30557
9240,30619
8969,30750
8668,30787
8461,30843
8189,30967
7886,30998
7677,31046
7403,31164
7099,31188
6888,31230
6613,31341
6307,31359
6095,31394
5819,31498
5511,31509
5298,31537
5020,31635
4712,31640
4497,31661
4219,31752
3910,31750
3694,31764
3415,31848
3105,31839
2888,31847
2609,31924
2298,31908
2081,31909
1801,31980
1489,31957
1272,31951
992,32015
680,31985
462,31972
182,32029
-130,31993
-348,31973
-628,32023
-940,31981
-1157,31954
-1438,31997
-1749,31947
-1966,31914
-2246,31950
-2557,31894
-2774,31853
-3053,31883
-3364,31820
-3580,31772
-3858,31795
-4168,31725
-4384,31671
-4661,31687
-4970,31610
-5184,31549
-5460,31559
-5769,31475
-5982,31407
-6257,31410
-6563,31320
-6775,31245
-7049,31241
-7354,31145
-7565,31063
-7836,31053
-8140,30950
-8349,30861
-8619,30844
-8921,30735
-9128,30639
-9396,30616
-9696,30500
-9901,30398
-10167,30368
-10465,30246
-10668,30137
-10931,30101
-11227,29972
-11428,29857
-11689,29814
-11983,29679
-12181,29558
-12439,29508
-12730,29367
-12925,29239
-13181,29184
-13469,29036
-13662,28902
-13915,28841
-14200,28687
-14390,28547
-14639,28479
-14922,28319
-15108,28173
-15354,28099
-15634,27933
-15817,27781
-16060,27701
-16336,27530
-16516,27371
-16755,27286
-17027,27108
-17204,26944
-17439,26853
-17708,26670
-17881,26500
-18113,26402
-18378,26214
-18547,26038
-18774,25935
-19035,25741
-19200,25560
-19424,25451
-19681,25252
-19842,25065
-20061,24951
-20314,24747
-20470,24554
-20685,24435
-20934,24225
-21086,24028
-21296,23904
-21540,23689
-21688,23486
-21893,23357
-22133,23137
-22276,22929
-22477,22795
-22712,22570
-22850,22357
-23046,22219
-23276,21989
-23409,21772
-23600,21628
-23825,21394
-23953,21172
-24139,21023
-24359,20785
-24482,20558
-24662,20406
-24877,20163
-24995,19931
-25170,19775
-25380,19527
-25492,19292
-25662,19131
-25866,18880
-25973,18640
-26137,18475
-26335,18220
-26437,17976
-26595,17807
-26788,17548
-26884,17301
-27037,17128
-27224,16866
-27314,16614
-27461,16438
-27642,16172
-27727,15917
-27867,15738
-28043,15468
-28121,15210
-28256,15027
-28425,14755
-28498,14493
-28626,14307
-28790,14031
-28856,13767
-28978,13577
-29136,13299
-29196,13031
-29312,12839
-29463,12558
-29517,12288
-29627,12093
-29772,11809
-29819,11536
-29922,11339
-30061,11053
-30103,10777
-30199,10578
-30331,10290
-30366,10012
-30456,9810
-30582,9520
-30611,9239
-30694,9036
-30813,8743
-30835,8461
-30912,8256
-31025,7962
-31040,7678
-31110,7470
-31217,7175
-31225,6889
-31289,6680
-31388,6383
-31390,6096
-31447,5886
-31540,5588
-31535,5299
-31585,5088
-31671,4789
-31660,4499
-31703,4287
-31783,3986
-31765,3696
-31800,3483
-31873,3182
-31849,2890
-31878,2676
-31944,2375
-31912,2083
-31934,1868
-31994,1567
-31955,1274
-31971,1059
-32023,757
-31978,464
-31986,250
-32032,-53
-31980,-346
-31982,-560
-32021,-862
-31962,-1155
-31957,-1370
-31989,-1672
-31923,-1964
-31911,-2179
-31936,-2480
-31864,-2772
-31845,-2986
-31864,-3286
-31784,-3578
-31758,-3791
-31770,-4091
-31684,-4382
-31651,-4594
-31657,-4893
-31564,-5183
-31524,-5394
-31523,-5691
-31423,-5981
-31377,-6190
-31369,-6487
-31263,-6774
-31209,-6983
-31195,-7278
-31082,-7564
-31022,-7771
-31001,-8064
-30881,-8349
-30814,-8554
-30787,-8845
-30661,-9128
-30587,-9331
-30553,-9620
-30421,-9901
-30341,-10103
-30300,-10390
-30161,-10669
-30074,-10868
-30027,-11152
-29882,-11429
-29789,-11626
-29735,-11908
-29584,-12182
-29484,-12376
-29425,-12656
-29267,-12927
-29161,-13119
-29095,-13395
-28931,-13664
-28819,-13853
-28747,-14127
-28577,-14393
-28458,-14578
-28380,-14849
-28204,-15112
-28080,-15294
-27995,-15561
-27813,-15821
-27683,-16000
-27593,-16264
-27405,-16521
-27268,-16696
-27172,-16956
-26979,-17209
-26836,-17381
-26735,-17638
-26535,-17887
-26387,-18055
-26280,-18308
-26075,-18553
-25921,-18717
-25808,-18966
-25598,-19208
-25438,-19368
-25320,-19612
-25104,-19850
-24939,-20006
-24815,-20246
-24594,-20479
-24424,-20631
-24295,-20867
-24069,-21096
-23893,-21243
-23759,-21474
-23528,-21698
-23347,-21841
-23208,-22067
-22972,-22287
-22786,-22425
-22643,-22647
-22401,-22862
-22211,-22995
-22062,-23212
-21816,-23422
-21621,-23550
-21468,-23762
-21217,-23967
-21017,-24090
-20860,-24297
-20605,-24497
-20400,-24615
-20238,-24816
-19979,-25011
-19770,-25124
-19604,-25319
-19340,-25509
-19127,-25616
-18957,-25806
-18689,-25991
-18472,-26092
-18297,-26277
-18026,-26456
-17805,-26552
-17627,-26731
-17352,-26904
-17126,-26994
-16945,-27167
-16666,-27335
-16437,-27420
-16252,-27587
-15969,-27749
-15737,-27827
-15548,-27988
-15263,-28144
-15027,-28217
-14835,-28372
-14546,-28522
-14307,-28589
-14112,-28737
-13821,-28882
-13578,-28942
-13381,-29084
-13086,-29223
-12841,-29277
-12640,-29413
-12343,-29545
-12095,-29593
-11892,-29723
-11592,-29848
-11341,-29890
-11136,-30013
-10834,-30132
-10580,-30167
-10373,-30284
-10068,-30397
-9813,-30426
