# re,im (signed integer codes)
735,3257
1466,-1354
-1405,-1620
-3595,1666
1502,2639
-289,-4464
-4317,-2635
-436,-2809
2133,6311
1956,-2849
4004,-1079
318,-2183
-3110,1593
-5796,801
-6296,-524
1240,472
-5198,611
1315,-1067
5931,3804
-3086,-3541
-6866,2685
4174,-6662
-3885,-4850
2644,1743
-11216,-2229
-7760,190
7432,2421
8476,3155
4187,-1428
12067,3713
-4077,584
-1043,-7055
-3695,-1987
-2694,-2470
-3720,3259
-1763,-6200
5559,1322
449,-2813
-357,2128
1430,1788
-5543,-3338
-3962,-3486
10069,-5947
29,-1169
-6877,-1219
3264,-4466
1963,-3135
-3899,476
-3768,651
557,-2528
-3583,2505
-5526,930
2999,-2968
1365,-2542
-5405,3271
752,5971
2569,1867
-2509,3675
-2079,8277
4150,-1571
18,-3213
427,-1842
-1116,-4215
5995,4242
-6950,1882
25,-2513
-2997,3157
551,617
-3646,10294
352,265
6526,-3736
255,-4172
-1770,3601
4270,374
3615,-2538
-1629,378
3167,-3372
-242,710
1392,3517
-4026,-2199
3101,4701
-1526,5113
192,7815
-3395,4592
-461,-4617
-2084,-5421
-13555,-4967
7608,-6373
-4155,-6240
436,-5914
1349,-3965
2284,-889
4204,-2239
-888,1140
690,1407
-4715,836
-653,371
-1136,-3161
-2292,1614
1744,-1655
-5945,1463
-1439,-3571
-3217,9137
855,-3194
1078,2924
875,506
4642,455
3462,-7106
-1306,2818
2081,2756
7541,-813
8996,-92
-575,6615
4634,-2806
809,384
-1009,-4927
5565,904
-379,-3547
-1500,-7858
-1390,-1216
-401,1883
-2213,6309
5569,127
4990,-481
4124,4355
1969,-4148
2402,-2846
4958,-2605
-2883,3444
3087,-2351
6349,543
1212,-1412
-6814,192
2601,-2289
-5519,-4311
349,2414
-422,3366
-862,1496
-186,-5685
9085,-13156
3440,-6680
5935,2154
-8317,-1700
-1754,-2992
2831,5635
2224,3152
-3282,1459
-2798,2037
-582,6529
192,822
-268,4767
-7065,5286
5372,162
-5235,-6385
1917,-839
-360,-3755
-4403,1802
1035,919
-1798,4066
-1743,5752
-1523,1462
-872,10
-2573,3342
-3358,-1835
-4701,3591
-2774,-737
-5606,-2744
5401,6207
4236,1332
-1332,3181
-1432,810
5510,7275
2545,-1136
-1083,1138
-768,3240
1332,2829
-3591,-85
-645,-3072
-2231,3312
-5424,5175
7427,1229
5510,-3651
226,-573
3715,620
-366,5465
868,-4444
-5710,73
1612,3102
3081,-1545
823,-7568
-4664,-98
-2843,793
1267,-4220
3843,-2135
-66,744
518,-3885
3754,235
-4986,10058
-1657,1618
-3129,6413
-3221,-8184
5447,-8163
6156,750
2059,3069
267,9146
5322,-2488
3242,1727
4633,-2030
3629,-59
-6450,4889
6530,-2955
1158,-3170
1241,4491
-7699,-1674
5537,1389
6039,-2239
-9889,2154
1106,-2698
-4414,-1236
-189,-128
3480,-495
-3057,1804
8506,2368
-2220,-160
1113,-7661
7319,717
-1562,6025
-3583,-6539
2809,-1542
32,316
-1706,1289
434,-2813
-7450,2628
2235,995
-10863,-1277
3110,-2812
195,1664
1922,6056
259,-2235
-3500,897
-6547,507
3039,-1505
-436,3159
-1277,3585
1321,2995
-2456,701
-2033,-709
-357,140
7281,-1829
314,-921
1681,-2066
-213,-3512
13043,2520
6829,389
-1414,-6502
-1134,-1293
667,-1130
-4320,-1067
1745,2881
-5243,3800
-6478,-4766
970,-3213
-1338,1505
4101,2068
2415,-97
-1687,-5757
-521,-727
2266,4287
-3416,-649
567,-186
-956,-2273
-4619,1626
-2800,3083
-3717,-4858
4154,-2384
-4120,-3051
1002,-4767
-8397,-8272
2789,-1823
-200,-4314
800,6416
306,-1429
-1587,-1971
-4982,2359
-6178,-4493
2309,-925
-6568,3586
-4900,2671
-5178,159
-8293,7170
-7901,2260
-533,1840
824,2248
-6180,3508
-525,1475
-5257,1074
-2831,-53
-2845,5278
7103,-3505
-4362,1237
-1096,-564
448,1601
3936,-6368
562,3687
-4335,1020
-1238,-5675
-2754,1830
6069,-8355
-5831,5122
4374,-5666
4937,-4467
-6490,-3130
8110,4408
-2782,-2666
-6958,-1269
-505,-1070
-5823,1963
-4025,343
-5887,-3304
-598,754
-4550,-2275
-1667,-2528
1574,-3822
160,2306
-1521,6259
225,254
-5726,-7638
-249,5761
-2231,-7962
988,-9041
-2062,-3225
-1287,2289
4604,768
3181,6373
-5790,5751
-2707,4739
3856,3502
3600,-1449
17,-3593
-6325,41
299,-214
1585,-255
-3449,-6164
1236,2971
3204,6223
-7220,-2293
-4749,4349
6440,-764
-2218,2167
5461,189
-1278,-1715
5350,-3143
5640,-1051
2779,1808
-3539,-2009
325,-2383
3157,-7759
-5941,-1043
-5435,2466
-5965,396
1229,859
-1336,-3140
-1982,-1623
4250,-4659
6251,-2731
-1774,-853
1773,-1918
222,271
-4664,-3455
-7556,1693
-2552,-4211
-6687,3281
-5231,2959
-5107,-6700
-4178,-9118
1495,-658
1606,621
4199,579
-2144,-900
2532,-1407
-977,4583
-399,6004
139,-4293
449,-2479
1730,-4116
912,8499
-1807,-1996
5462,-865
-3708,1770
-9443,-2275
2633,-7113
-1987,-667
2665,-471
5592,2310
-1210,344
1219,5674
-12610,1912
240,1532
-4918,-5423
6846,-2947
-1023,912
-11253,1782
-5577,2485
-2881,821
-6853,-600
2815,-404
6654,-4256
354,13
-4337,-430
-370,-828
-5041,888
-1719,3725
-4455,-658
3261,1326
8587,5744
7920,2518
4012,-2166
3346,-5029
-5169,-2091
-1997,4653
-1965,-9138
-2221,2357
-2400,-6166
-5308,2267
3601,-6582
2744,2785
288,4165
3073,-517
1551,4520
1468,-341
-4900,-1016
-1547,2061
430,3174
-1851,-1028
6438,-1331
-3616,1341
317,4167
-996,-8157
396,-1367
45,486
4230,5213
-440,-4784
-769,-2031
869,3095
-308,-2760
-1223,-3354
-1344,1398
-3880,3853
1193,-3662
-77,-8266
2390,868
613,-1758
-2596,1642
4594,2683
4316,4466
1009,3007
9494,2726
2465,548
-2901,4098
-730,-7384
-239,1386
-6368,3842
2891,4061
4470,3017
428,-991
-2364,-1567
3224,2952
-879,3645
-1456,168
-501,5343
2394,-1588
-378,3052
2158,1237
1097,-7842
2897,-3109
1505,-7938
-3007,1084
-2736,2492
4097,5330
3076,-4444
-1589,-11563
-636,-2716
-4590,-2508
2455,3078
-4162,-860
-1253,-429
-4275,-750
-9430,2458
25,4618
6343,-3671
6243,-4113
2025,4430
208,-211
-266,1282
4311,2049
-265,-4460
3323,-478
1043,-575
808,260
-2597,5115
3153,-1182
-8932,-1668
-4395,-2728
-2656,3129
-3896,6194
-5176,617
-3135,4749
10244,-926
-899,3959
3874,2684
6532,-999
-1179,-46
11137,-2564
-2873,-9104
-2667,-1207
1930,3630
-5346,7702
-5761,1889
-2478,1214
3137,-5802
-2072,1797
2274,-6014
3725,-3583
-2985,9628
-6878,-1162
-80,-2664
4341,1601
4410,1196
-4883,3865
4145,1597
-2733,2646
474,-2626
3348,667
-4976,-5247
-4567,2824
4383,-2737
-4537,1896
-6326,1822
962,3606
-7531,-4081
-1858,-2096
-568,1074
-8377,-2535
-1481,3591
-1082,-9091
-11367,-1200
-10333,-639
5602,5222
-284,2300
5798,3605
-2498,-2949
-2326,-2031
-7573,-1780
-6517,-2999
-3885,4892
607,-6529
5788,108
4692,1997
1392,-2335
-2408,-4559
1041,-1081
2692,-3778
-1098,-521
6540,849
-3071,1617
-7554,-74
-7948,1668
8213,-3144
-4693,1806
3762,-46
-3020,1511
-670,3058
-6182,-5802
-1389,4215
-241,-4510
-5602,-572
-624,647
9330,6898
2810,-2416
771,751
-3342,4939
-2475,3304
-1349,-816
-4872,-722
-7329,-2288
2687,-721
-1061,-10095
2897,451
8397,-206
-5681,1091
3601,-4334
-4140,-1670
-5751,8497
-7053,-7308
6094,-449
-925,6581
-3920,-988
1468,2528
-198,-100
5408,4062
-1753,5
-8161,-719
-2776,-796
2448,5962
-1041,2444
-4436,-1126
-872,-5364
881,4571
-3947,-4347
-1929,3030
201,-4437
-3317,6058
799,2639
3464,-1856
-8086,-2910
-4151,2156
-98,2863
-4688,689
-4077,2853
2756,-965
-5774,3446
-3030,3148
-5875,7310
2932,4787
3811,9973
4427,2427
2931,3084
-4168,4958
319,4622
-3352,-1776
1294,7106
-662,-2203
-3826,881
-1011,-3384
-3229,-2319
4801,-359
3407,-2418
3380,-2172
378,-3156
-6637,4615
-2934,-1671
-3115,-3656
12767,-1370
6027,-2027
-1440,-1516
-5730,-10626
3767,-8542
706,-6387
-1588,-1054
-897,-3208
2229,-1284
-718,5781
2763,4740
1302,8754
3763,3928
2397,1042
-1400,1294
-5662,101
3490,2481
4553,-3719
1535,5114
-3739,1135
7442,2700
717,737
-2113,-7103
-4691,6313
5762,1346
1529,-4152
-4728,6787
113,-2355
3679,1010
6487,-8175
-3696,9132
-7895,-3285
600,5035
3154,2431
-2642,2527
5858,1551
687,1701
1562,-11
8989,-84
1985,-612
-3098,-6840
-4260,-4884
-3671,4757
-587,1937
2945,-246
-1502,1937
6832,5319
-3131,-4579
-4729,-9085
4152,5038
3763,-2941
2035,-5987
5828,-1551
5197,8421
-2804,-2866
2343,-8553
-2040,1015
-2015,-2397
-3976,-363
-4086,-2503
72,1012
233,-7304
-4862,-912
-905,-4602
1889,-1609
2158,-1217
-1792,-449
-493,-4806
-1964,2242
4757,-4382
7754,731
4197,-3288
3059,-2729
705,7014
4369,3302
1155,-9062
-1810,3268
3216,-1359
-803,-4098
-2594,2072
-1616,-2713
3674,-6990
-2708,2973
6872,-6033
285,-3240
-2203,609
-6772,-793
-4814,294
4000,-4241
2450,242
4887,-5542
-6271,-3821
-7237,1201
1298,-2712
-4196,6588
1362,-7024
886,-5275
-4176,4691
4390,-3405
1075,3262
-7208,-10621
3315,-4491
1532,-2730
5418,4330
-562,-1785
446,1576
2129,-822
2638,6482
3195,-5185
424,-4268
-3568,1044
-1976,2202
-4054,-1613
6352,-2162
-2845,-813
-9237,5696
-1853,-351
2529,-3097
9773,-7095
1782,-2194
-3311,-4215
1244,2838
1665,5715
409,-3616
4950,-689
-7312,-874
9226,-3272
435,2997
1582,-4220
3738,-1031
1401,2208
-5491,-1781
2962,2630
-1636,4489
3972,-5587
-3748,-527
3217,5693
2737,545
-7548,-3069
-1513,-1110
153,-2184
-3612,3656
-1561,2075
4561,-9014
-913,-21
1981,-3440
-928,-4470
-4576,-7855
1083,409
-759,-664
-1469,2564
-3453,-1914
7580,3693
12,1428
4491,-248
-3699,1966
-5243,-7311
-922,2325
-7246,-3623
-2988,-3549
1795,6939
-2910,6455
3731,5593
1172,-4653
1679,-3512
-213,-4861
-1146,3590
4923,1281
7267,-4306
-1355,2894
-4532,4344
4797,-4598
2448,4067
5159,-3959
-1789,-3164
1875,-331
267,-3963
-6959,-6449
-5455,-4590
-3784,-490
1011,4476
-3730,-206
2772,-341
-9365,-2644
-5387,6803
2617,-3635
5147,-5211
2457,2750
-4474,-1697
2891,2565
-6204,-8335
-3109,3707
8277,226
4457,-2318
-1849,-669
-5246,1081
146,-2443
-190,-2595
1360,-1354
-2020,-5040
-3044,-530
-1855,-3121
-1051,-830
2436,-2812
-3060,1581
4965,-564
-6730,-1399
6335,-3422
-2271,-1414
3111,5828
644,-5807
4061,57
1614,198
3975,-6455
-2557,603
-226,-6194
-4766,-3259
5205,4530
-4061,5026
2224,2361
-141,3428
-281,-4767
-1278,2392
-3266,4234
593,-5048
-2495,1484
-3159,63
-587,-643
2276,-3640
4001,4902
2104,-1978
2634,-2937
624,-2333
2137,1318
2255,-5772
-3044,1323
-3037,808
-1219,-3885
240,-2930
-1010,6904
-4187,-1049
7866,-302
5372,2124
-3401,2569
3034,-4100
2979,2580
-478,4910
1746,5104
6720,666
-5932,5044
-4628,2098
1151,-4239
3851,-1626
5133,6983
-2397,-842
7333,-5535
-4198,-217
-7043,2096
-3525,-346
-3921,-3538
8696,4892
7933,-543
-1671,-484
4311,-914
-2344,-4534
117,-4858
892,-1021
1653,-686
1530,625
-1558,3984
-665,-6082
2423,-9255
1821,2715
-1302,-915
162,-455
230,-4293
-1687,-6876
-5848,517
3861,395
6879,-2458
904,-4144
1918,-3683
2539,2663
11953,-4554
-159,-5202
-2337,-8312
605,1410
-1112,-3003
66,-4384
-679,3631
1314,7494
3745,-5579
-3987,-113
-1597,1332
10767,1129
-4453,2559
2814,3532
656,-490
-3258,2070
-2483,1071
5812,-1163
-2380,-2910
576,-3657
3868,-3722
-2010,6272
-1020,1418
5440,-819
1782,2015
-4386,3795
512,-7
-3289,-2175
799,-5663
4068,1991
5049,838
4103,-8153
-3754,-2126
-781,-956
795,1840
-765,-465
1178,2725
3025,574
-3253,-225
-3415,7550
-3300,5907
2462,-8505
-1853,-5566
-2349,8781
-5857,2714
2312,-2655
-6841,3084
2848,-6179
-5570,2715
3245,-2579
3435,-1725
-4723,1514
9084,1966
4073,5015
744,-6390
2999,5923
-2282,-381
-8736,539
-4081,-256
-3249,8619
7933,-4406
-1736,-3188
889,308
929,-3579
7295,-7187
103,1083
-3176,3766
-905,-6857
-5855,2477
-1853,6532
2715,-3734
-1221,-3351
-3888,-803
3195,-7333
4857,1254
-6007,3935
7277,-260
-1932,2074
3385,1283
-4944,1679
2429,5656
4111,4276
2609,-11025
-7800,-7105
-3230,-1419
-1119,-6426
2150,-2724
-4540,-1550
517,-3684
-1154,2078
-1523,314
-930,842
-59,3890
4875,-2526
5140,288
5820,316
5452,-8872
-2791,-5167
-3431,2117
-509,406
-3929,9360
-2118,-4968
1005,4849
-978,4534
2969,5818
-812,4439
652,233
-6877,2482
-726,1161
1162,-3526
1476,-10175
-1251,1026
10692,1187
1017,4849
10408,-5560
-1675,-1678
3667,-4783
-1082,2449
-468,7186
-6470,5060
109,-4391
373,5832
-4847,3317
-1046,-3981
-1278,4933
-2816,6276
-1078,313
-2335,4856
-4148,-3466
-6605,25
-6224,-3619
-6025,-2332
1313,926
-2168,1226
2816,-3546
2756,544
5577,3635
-164,-2926
988,3689
-6032,574
-3353,2740
1054,4
2234,1857
828,4008
791,-4851
-3385,-5916
-6526,-4981
5213,-3439
9823,1946
2956,1389
-249,-1773
-1281,3231
5192,-2485
-1548,4231
-2217,-5109
1850,2141
-6542,4356
-5870,141
-5164,-936
-363,-971
-798,-421
2577,3727
1857,-4650
3309,-1858
-2664,4314
-1013,1511
-1247,-4031
3311,1215
-1077,-10188
914,-1895
-1390,-274
7707,7025
5599,9736
-6688,1189
-658,-5132
37,-1753
3880,-2907
-1242,-530
-8351,-1741
-3888,-362
-674,-3859
-2360,-5066
535,-2912
-118,6711
3631,5195
-2409,3416
6006,-1559
-5764,1670
2548,-265
-1138,-4649
-1726,-949
2771,-1585
3021,2287
-1068,-2949
-2789,4794
-7060,-7129
3567,1283
4960,2748
-2740,-4980
-3234,2680
-1885,-7989
708,-4173
1795,-565
-3850,3541
-1923,6827
9267,1924
-2105,127
-4843,-1049
-2709,5428
-3251,5268
-853,2783
-1494,-1414
477,3483
5326,1155
4323,-1559
-22,-1582
-2845,1586
4181,-8382
-6583,-4447
-299,-194
2055,-674
4016,-1849
-4729,3077
-1690,-2809
5803,9518
-9501,-687
1760,-2708
20,147
-3416,1997
1580,-1851
2080,6859
-4818,111
1852,-6142
5274,2861
-2246,-2064
3600,5217
3549,-1127
1035,1842
709,3355
8,2658
-2068,2196
7641,732
-1883,-2361
5171,664
-548,989
-979,-3887
2997,-2028
-718,1278
-4226,4743
-957,-4914
-3263,7149
-1240,-3014
-1207,1738
3527,2235
-621,447
5634,84
2668,-971
4073,4797
2730,2127
-1421,-8959
-5495,2156
-4251,-7451
3832,912
945,313
1832,261
-62,-585
-1750,-3307
-3619,4763
4606,640
5748,-7199
-5868,-3935
-5189,-1770
2525,-2314
-7624,2621
437,-4460
1061,1507
-268,-1981
81,4700
-4791,-7298
2558,-1915
-1297,4434
-2233,3340
2066,2056
-1553,672
-2616,6263
1156,1633
492,1083
3618,-2459
3553,1916
4564,6103
5443,-2776
-7127,-833
-505,-165
2380,2531
-154,-760
2623,390
2546,-2719
2094,4995
2312,-5469
-1553,3878
3346,-1905
1909,2067
3008,-2556
-4828,2699
3847,-2267
1114,-3631
2488,911
-3821,868
-2166,-5730
824,87
7338,2189
-1405,-1200
-1266,3408
-4246,3822
-178,3758
1469,-1792
3796,-916
3658,-2389
5282,3721
2005,-4414
418,-6839
1189,2372
3704,-581
-3484,-595
4323,2466
1005,6997
5634,5205
783,-914
3815,5285
264,2747
914,-603
-1905,8171
-4959,-3539
1827,5809
4123,-2223
-4847,-2553
3281,-200
-1555,-3191
4158,-9604
-2533,34
1070,1742
5362,3325
2619,-5996
-153,-4080
-383,6737
4460,2337
5061,-305
2112,-3217
2945,-1324
6394,4818
6271,2222
7338,-4268
-1080,-1150
157,4721
-716,5777
-6563,5193
4142,5354
1045,-215
2489,1286
-418,3504
2981,353
-682,7195
5702,-576
-1328,-5651
130,1265
-9640,4223
5834,1050
5810,3821
-229,-4962
4298,-3662
-2370,8460
-1476,-5373
5132,-9403
4279,-1790
3900,-867
3438,12128
-5171,7335
1527,-6026
8794,2731
-2638,237
6766,-3432
7345,-8215
-2802,-6904
-2462,-1126
-5411,-1725
-4083,-3613
3766,3851
3723,5250
1507,1595
5709,5357
-1237,-4522
1095,6720
757,-9823
-6352,-275
3017,339
-3212,-3407
-784,-4708
-9701,1219
1640,1076
5602,-5477
880,1287
1852,-2796
-7193,211
625,253
-6286,-1871
-1461,8990
4030,3000
-6446,-8730
-2983,-1339
-1562,1295
-2788,-536
4449,1882
2270,5592
-2379,3542
-52,-4479
340,-2338
-3632,-3722
-1437,-5735
5213,1808
3941,2739
-7365,-6332
-1011,25
-1778,1289
1068,5298
-4252,-5093
2771,3118
4013,3473
-3385,4235
-3442,-802
1388,-920
-4693,2256
-281,-4932
-1700,1260
4809,3006
-2307,4442
-3535,7526
-1428,-2254
1411,-4468
9520,3982
3589,1111
-3029,-2836
1402,-5471
2838,-1096
6711,-3767
408,1909
4902,537
2943,-889
2201,5857
1055,-2328
-3014,-4941
5096,6410
5249,216
-4492,-5861
-8092,-6121
-3176,3758
-5560,-8129
7689,-1962
6784,2661
6325,955
2539,4763
6915,-1849
-1264,-2519
-1364,1926
-3388,3220
1238,460
1810,-1092
-4229,1297
-5726,-5490
-4771,-5770
-3246,193
7901,0
2717,422
-146,3004
1557,1195
714,6664
-1684,-3199
-389,2322
-516,-4295
6305,-1706
-9331,4073
98,6854
1328,650
3435,3133
-263,-2501
-3327,1131
-290,1672
2760,-1684
826,4929
-661,-9880
761,2555
-4158,2532
1192,-3038
-1510,-10287
6381,504
695,-5467
-4076,709
510,2934
-362,1416
-2629,-3147
1041,-4998
6457,4399
-648,-4622
-5673,-2204
-2311,-1490
-8199,-6795
2441,8962
-5290,-1053
-2740,71
503,285
-6989,-3667
-3666,222
-1623,-1283
9474,103
504,2048
-1404,-5752
-979,781
-5858,-500
1139,-1100
-4274,-4000
-824,-4396
227,2615
8651,4688
1813,-7087
6386,5365
-5361,935
-3927,-4396
-451,3168
-3466,-448
4570,1597
4660,3851
5032,-1557
-2476,-4662
750,-1282
-4080,-129
-6816,-6184
3550,-2346
-708,-2308
-925,-104
-526,-3608
-5695,-853
-2651,-1394
