# re,im (signed integer codes)
29292,-12879
28915,-13706
28514,-14520
28091,-15323
27646,-16114
27177,-16892
26686,-17657
26175,-18408
25643,-19142
25088,-19863
24515,-20567
23922,-21253
23309,-21924
22677,-22577
22028,-23211
21360,-23827
20675,-24423
19974,-25000
19257,-25556
18524,-26093
17776,-26607
17014,-27101
16237,-27574
15449,-28024
14648,-28450
13835,-28855
13011,-29236
12176,-29592
11332,-29927
10477,-30236
9615,-30521
8746,-30781
7868,-31018
6985,-31228
6097,-31414
5203,-31575
4303,-31709
3403,-31819
2499,-31903
1592,-31961
686,-31993
-223,-31999
-1131,-31981
-2038,-31936
-2944,-31864
-3847,-31769
-4746,-31647
-5642,-31500
-6534,-31327
-7420,-31129
-8300,-30906
-9174,-30658
-10040,-30386
-10898,-30089
-11747,-29766
-12587,-29422
-13417,-29053
-14236,-28661
-15044,-28245
-15839,-27806
-16621,-27347
-17391,-26863
-18146,-26360
-18887,-25834
-19612,-25288
-20321,-24721
-21014,-24135
-21690,-23528
-22350,-22904
-22991,-22260
-23614,-21599
-24217,-20921
-24801,-20226
-25365,-19514
-25908,-18786
-26430,-18043
-26932,-17285
-27412,-16514
-27869,-15730
-28304,-14932
-28716,-14125
-29105,-13304
-29471,-12473
-29813,-11631
-30131,-10781
-30425,-9921
-30694,-9054
-30939,-8180
-31157,-7298
-31353,-6411
-31522,-5519
-31667,-4623
-31785,-3723
-31878,-2819
-31945,-1914
-31986,-1007
-32002,-98
-31992,809
-31956,1717
-31894,2623
-31808,3528
-31693,4428
-31556,5326
-31392,6218
-31202,7107
-30988,7989
-30749,8865
-30486,9734
-30197,10595
-29883,11448
-29547,12291
-29187,13124
-28802,13947
-28395,14758
-27964,15558
-27513,16346
-27037,17120
-26541,17880
-26022,18626
-25483,19357
-24924,20072
-24345,20771
-23745,21453
-23127,22118
-22490,22766
-21835,23394
-21162,24005
-20473,24596
-19766,25167
-19044,25718
-18306,26246
-17554,26756
-16789,27243
-16008,27708
-15215,28152
-14411,28573
-13595,28969
-12766,29344
-11929,29694
-11082,30020
-10226,30323
-9360,30601
-8489,30853
-7610,31083
-6725,31285
-5836,31463
-4939,31616
-4041,31744
-3137,31845
-2233,31922
-1326,31972
-418,31997
489,31995
1398,31969
2305,31916
3209,31837
4111,31735
5010,31605
5904,31449
6795,31269
7679,31064
8557,30833
9429,30578
10292,30298
11149,29994
11994,29665
12832,29314
13658,28938
14473,28538
15278,28116
16070,27671
16849,27204
17613,26714
18365,26204
19100,25672
19821,25121
20526,24548
21214,23955
21885,23344
22539,22714
23175,22065
23792,21399
24389,20714
24967,20014
25525,19298
26062,18566
26578,17818
27073,17057
27547,16282
27998,15493
28426,14693
28832,13880
29213,13057
29573,12222
29907,11379
30217,10525
30505,9663
30766,8794
31004,7918
31216,7034
31404,6147
31565,5252
31701,4355
31812,3454
31897,2549
31957,1643
31990,736
31998,-173
31980,-1080
31937,-1987
31868,-2892
31773,-3796
31653,-4697
31507,-5592
31335,-6485
31138,-7371
30916,-8251
30670,-9125
30399,-9992
30103,-10850
29784,-11700
29439,-12541
29072,-13371
28681,-14190
28266,-14999
27829,-15794
27370,-16578
26887,-17348
26385,-18104
25861,-18845
25315,-19571
24750,-20282
24165,-20976
23560,-21653
22936,-22313
22294,-22956
21634,-23579
20955,-24183
20260,-24768
19550,-25333
18823,-25877
18081,-26401
17325,-26903
16555,-27385
15771,-27843
14975,-28280
14166,-28693
13346,-29084
12515,-29451
11675,-29794
10825,-30113
9967,-30408
9100,-30680
8226,-30925
7344,-31146
6457,-31342
5566,-31513
4669,-31658
3769,-31777
2866,-31871
1961,-31940
1054,-31982
145,-32000
-763,-31991
-1670,-31957
-2577,-31897
-3480,-31811
-4381,-31699
-5279,-31562
-6173,-31400
-7061,-31212
-7944,-30999
-8820,-30761
-9689,-30499
-10550,-30211
-11403,-29900
-12246,-29564
-13082,-29205
-13905,-28821
-14718,-28416
-15517,-27987
-16306,-27536
-17080,-27062
-17840,-26566
-18588,-26050
-19320,-25511
-20035,-24953
-20735,-24374
-21420,-23776
-22084,-23159
-22734,-22523
-23363,-21869
-23975,-21196
-24565,-20509
-25137,-19803
-25690,-19082
-26221,-18345
-26730,-17594
-27219,-16828
-27686,-16049
-28130,-15256
-28552,-14453
-28950,-13637
-29325,-12811
-29677,-11974
-30005,-11126
-30308,-10271
-30588,-9406
-30843,-8535
-31073,-7656
-31276,-6771
-31456,-5881
-31611,-4986
-31739,-4087
-31843,-3185
-31920,-2280
-31973,-1374
-31998,-465
-31999,442
-31973,1350
-31922,2257
-31845,3161
-31742,4064
-31614,4962
-31461,5858
-31282,6748
-31078,7633
-30849,8512
-30595,9383
-30316,10248
-30014,11104
-29686,11951
-29336,12789
-28960,13616
-28562,14432
-28141,15237
-27698,16029
-27232,16807
-26744,17574
-26235,18326
-25704,19062
-25153,19784
-24581,20490
-23990,21179
-23380,21851
-22750,22506
-22102,23143
-21437,23760
-20754,24359
-20054,24938
-19339,25497
-18608,26035
-17861,26553
-17101,27048
-16326,27523
-15538,27975
-14739,28405
-13926,28811
-13103,29194
-12270,29555
-11426,29891
-10574,30203
-9712,30492
-8842,30754
-7967,30993
-7083,31206
-6195,31395
-5303,31558
-4405,31695
-3504,31808
-2600,31894
-1694,31956
-787,31991
122,32001
1030,31983
1937,31941
2843,31874
3746,31781
4646,31661
5542,31517
6434,31347
7321,31151
8202,30930
9077,30686
9944,30416
10803,30122
11653,29802
12495,29459
13325,29094
14145,28704
14954,28291
15751,27856
16534,27397
17306,26917
18062,26416
18804,25891
19532,25347
20244,24783
20938,24198
21616,23595
22277,22972
22920,22331
23545,21671
24150,20995
24736,20300
25302,19590
25848,18864
26373,18123
26875,17368
27358,16598
27818,15815
28254,15019
28670,14213
29062,13392
29430,12562
29774,11723
30096,10873
30391,10014
30664,9148
30910,8274
31133,7393
31330,6507
31503,5616
31650,4720
31770,3820
31866,2917
31936,2011
31981,1104
31998,195
31992,-712
31958,-1619
31899,-2526
31815,-3430
31705,-4331
31569,-5228
31407,-6123
31222,-7012
31010,-7895
30772,-8772
30512,-9641
30226,-10503
29917,-11356
29582,-12201
29223,-13035
28842,-13859
28438,-14672
28009,-15473
27560,-16263
27087,-17038
26592,-17799
26077,-18546
25539,-19279
24982,-19996
24405,-20696
23808,-21381
23192,-22049
22557,-22697
21904,-23328
21233,-23940
20545,-24533
19840,-25106
19120,-25659
18385,-26191
17634,-26703
16869,-27192
16092,-27659
15301,-28105
14496,-28528
13681,-28929
12855,-29305
12018,-29658
11171,-29986
10316,-30291
9452,-30572
8580,-30828
7703,-31060
6818,-31265
5928,-31445
5034,-31602
4136,-31732
3233,-31837
2329,-31916
1422,-31969
514,-31995
-394,-31998
-1301,-31974
-2208,-31924
-3114,-31849
-4016,-31747
-4915,-31621
-5810,-31469
-6701,-31292
-7585,-31089
-8466,-30861
-9337,-30608
-10202,-30331
-11058,-30029
-11906,-29703
-12744,-29353
-13572,-28981
-14389,-28583
-15195,-28164
-15987,-27720
-16767,-27256
-17534,-26770
-18287,-26261
-19024,-25732
-19746,-25183
-20454,-24612
-21143,-24021
-21817,-23412
-22473,-22783
-23110,-22136
-23728,-21472
-24328,-20789
-24907,-20091
-25468,-19377
-26007,-18645
-26527,-17901
-27024,-17140
-27499,-16367
-27952,-15580
-28383,-14782
-28790,-13970
-29176,-13147
-29537,-12313
-29875,-11471
-30188,-10618
-30477,-9757
-30741,-8889
-30981,-8014
-31197,-7131
-31385,-6243
-31551,-5350
-31690,-4452
-31803,-3551
-31891,-2647
-31954,-1741
-31990,-834
-32000,73
-31986,982
-31946,1889
-31878,2795
-31786,3698
-31670,4598
-31525,5495
-31357,6387
-31163,7275
-30943,8157
-30700,9031
-30432,9898
-30139,10757
-29822,11608
-29480,12450
-29115,13282
-28726,14102
-28314,14912
-27880,15709
-27423,16494
-26945,17265
-26443,18022
-25921,18766
-25378,19493
-24814,20206
-24232,20902
-23629,21581
-23007,22243
-22366,22886
-21708,23512
-21032,24119
-20340,24705
-19630,25272
-18905,25820
-18164,26346
-17410,26850
-16641,27333
-15859,27794
-15064,28233
-14257,28649
-13438,29041
-12608,29412
-11769,29758
-10919,30080
-10062,30378
-9196,30651
-8322,30900
-7442,31123
-6557,31321
-5664,31495
-4769,31644
-3869,31765
-2966,31863
-2061,31933
-1154,31980
-247,31999
662,31993
1569,31961
2476,31904
3380,31821
4282,31712
5180,31577
6074,31418
6963,31233
7846,31024
8723,30788
9594,30528
10456,30244
11309,29935
12155,29602
12990,29245
13814,28865
14627,28460
15431,28034
16218,27585
16995,27114
17757,26621
18506,26106
19239,25572
19957,25014
20659,24438
21344,23842
22013,23226
22662,22592
23294,21941
23907,21271
24500,20584
25074,19880
25630,19161
26163,18426
26675,17676
27166,16912
27634,16135
28082,15343
28506,14541
28906,13726
29283,12901
29639,12064
29968,11218
30275,10363
30558,9500
30814,8629
31047,7752
31253,6867
31436,5977
31594,5083
31724,4184
31831,3283
31912,2377
31966,1472
31995,564
31998,-344
31975,-1251
31927,-2159
31853,-3064
31752,-3966
31629,-4865
31476,-5761
31301,-6651
31100,-7537
30873,-8417
30622,-9290
30346,-10155
30045,-11012
29721,-11860
29372,-12698
29000,-13527
28605,-14344
28186,-15149
27746,-15943
27281,-16725
26795,-17492
26289,-18245
25760,-18984
25211,-19707
24642,-20414
24052,-21105
23444,-21780
22818,-22436
22171,-23075
21508,-23694
20827,-24295
20129,-24876
19415,-25437
18685,-25978
17940,-26498
17181,-26997
16409,-27473
15623,-27927
14824,-28359
14013,-28769
13192,-29154
12358,-29518
11516,-29857
10665,-30171
9803,-30461
8936,-30728
8060,-30968
7178,-31185
6291,-31376
5397,-31542
4500,-31683
3599,-31797
2696,-31887
1790,-31950
883,-31988
-25,-32001
-933,-31987
-1841,-31947
-2747,-31882
-3650,-31791
-4550,-31676
-5448,-31533
-6339,-31367
-7228,-31174
-8109,-30957
-8983,-30714
-9852,-30447
-10712,-30155
-11563,-29838
-12406,-29498
-13237,-29135
-14058,-28748
-14868,-28337
-15667,-27904
-16453,-27448
-17225,-26970
-17983,-26470
-18727,-25949
-19455,-25408
-20169,-24845
-20865,-24263
-21544,-23662
-22208,-23041
-22853,-22402
-23479,-21744
-24086,-21069
-24675,-20377
-25243,-19669
-25791,-18945
-26318,-18205
-26825,-17451
-27308,-16683
-27770,-15901
-28211,-15107
-28627,-14301
-29023,-13483
-29393,-12653
-29741,-11814
-30064,-10966
-30363,-10107
-30637,-9243
-30887,-8370
-31112,-7491
-31311,-6604
-31486,-5713
-31636,-4817
-31761,-3918
-31859,-3015
-31931,-2109
-31978,-1203
-32000,-294
-31995,614
-31964,1521
-31909,2427
-31828,3332
-31720,4233
-31586,5131
-31429,6026
-31245,6915
-31036,7799
-30801,8676
-30543,9547
-30261,10409
-29952,11264
-29621,12109
-29265,12946
-28887,13770
-28484,14585
-28059,15387
-27611,16176
-27140,16954
-26649,17718
-26135,18466
-25601,19200
-25045,19919
-24471,20621
-23875,21306
-23261,21976
-22627,22626
-21976,23260
-21307,23874
-20621,24469
-19919,25044
-19201,25600
-18466,26133
-17718,26647
-16955,27140
-16177,27610
-15387,28057
-14585,28482
-13771,28885
-12946,29264
-12110,29620
-11264,29951
-10410,30259
-9547,30541
-8677,30800
-7800,31035
-6915,31243
-6027,31426
-5132,31585
-4233,31719
-3331,31825
-2427,31907
-1521,31963
-614,31994
294,31998
1203,31977
2109,31930
3015,31857
3917,31758
4817,31635
5712,31485
6603,31310
7489,31110
8369,30886
9242,30635
10107,30361
10965,30063
11814,29739
12653,29392
13482,29021
14300,28626
15106,28209
15901,27768
16682,27306
17450,26822
18204,26316
18944,25790
19668,25241
20376,24674
21068,24085
21743,23478
22400,22851
23041,22207
23661,21543
24263,20863
24845,20166
25406,19453
25948,18725
26469,17981
26969,17223
27446,16451
27903,15665
28336,14867
28747,14057
29133,13235
29497,12403
29837,11562
30154,10711
30446,9851
30713,8982
30955,8107
31174,7226
31366,6338
31532,5446
31674,4548
31790,3649
31881,2744
31946,1838
31986,932
31999,23
31987,-884
31949,-1791
31886,-2697
31796,-3602
31682,-4502
31541,-5400
31375,-6292
31184,-7179
30967,-8062
30726,-8938
30460,-9806
30170,-10666
29855,-11518
29516,-12361
29153,-13193
28768,-14014
28358,-14825
27926,-15624
27472,-16410
26996,-17183
26497,-17942
25977,-18687
25436,-19416
24875,-20131
24294,-20828
23693,-21509
23073,-22173
22434,-22819
21779,-23446
21105,-24054
20414,-24644
19705,-25213
18983,-25762
18244,-26291
17491,-26797
16724,-27282
15942,-27747
15148,-28188
14343,-28606
13525,-29001
12697,-29374
11859,-29722
11010,-30047
10154,-30347
9287,-30623
8416,-30874
7535,-31101
6650,-31302
5760,-31478
4864,-31630
3965,-31754
3063,-31853
2157,-31928
1250,-31976
342,-31998
-565,-31995
-1473,-31968
-2379,-31912
-3284,-31832
-4186,-31725
-5085,-31594
-5979,-31437
-6868,-31254
-7752,-31048
-8630,-30816
-9501,-30557
-10364,-30276
-11220,-29969
-12066,-29639
-12901,-29285
-13727,-28907
-14542,-28506
-15345,-28082
-16135,-27636
-16913,-27166
-17677,-26675
-18427,-26163
-19162,-25630
-19881,-25075
-20584,-24502
-21272,-23908
-21942,-23295
-22594,-22663
-23227,-22012
-23843,-21345
-24439,-20659
-25015,-19958
-25572,-19239
-26106,-18506
-26622,-17759
-27115,-16996
-27586,-16219
-28035,-15430
-28462,-14628
-28865,-13816
-29246,-12990
-29603,-12156
-29936,-11310
-30245,-10457
-30529,-9595
-30789,-8724
-31024,-7847
-31234,-6964
-31419,-6074
-31578,-5181
-31713,-4283
-31821,-3382
-31905,-2477
-31963,-1570
-31993,-663
-31999,245
-31980,1153
-31934,2060
-31863,2965
-31766,3868
-31644,4767
-31496,5663
-31322,6555
-31124,7441
-30900,8321
-30652,9195
-30379,10060
-30081,10919
-29758,11767
-29413,12608
-29042,13437
-28649,14255
-28233,15062
-27795,15857
-27334,16639
-26851,17409
-26346,18164
-25820,18904
-25273,19629
-24705,20339
-24119,21030
-23512,21706
-22887,22365
-22243,23005
-21581,23627
-20902,24230
-20206,24814
-19493,25377
-18766,25920
-18023,26442
-17265,26943
-16494,27421
-15709,27878
-14912,28314
-14102,28724
-13282,29114
-12449,29479
-11608,29820
-10757,30137
-9898,30430
-9031,30698
-8157,30943
-7275,31161
-6387,31355
-5495,31524
-4599,31667
-3697,31786
-2794,31877
-1890,31944
-982,31984
-74,31999
834,31989
1741,31952
2647,31889
3551,31801
4451,31688
5350,31549
6242,31383
7130,31195
8013,30979
8889,30739
9757,30475
10618,30186
11470,29873
12313,29534
13146,29174
13969,28788
14780,28380
15579,27949
16367,27497
17140,27021
17900,26524
18645,26005
19376,25465
20091,24905
20789,24326
21472,23726
22135,23107
22782,22469
23411,21815
24021,21141
24610,20450
25181,19744
25731,19022
26260,18284
26769,17531
27256,16765
27720,15985
28163,15191
28583,14387
28980,13570
29352,12741
29703,11904
30029,11056
30330,10200
30607,9334
30859,8462
31088,7584
31290,6697
31468,5808
31620,4913
31747,4014
31848,3111
31923,2207
31972,1299
31997,391
31995,-517
31968,-1425
31915,-2331
31836,-3235
31731,-4138
31601,-5036
31445,-5931
31264,-6821
31058,-7706
30827,-8583
30570,-9455
30290,-10318
29985,-11174
29656,-12020
29303,-12857
28927,-13683
28527,-14498
28104,-15302
27658,-16093
27190,-16871
26700,-17637
26190,-18387
25658,-19123
25105,-19843
24532,-20548
23940,-21236
23328,-21906
22696,-22560
22047,-23194
21380,-23811
20695,-24407
19994,-24986
19277,-25542
18545,-26079
17798,-26595
17036,-27088
16261,-27561
15471,-28012
14671,-28440
13858,-28845
13033,-29226
12199,-29584
11356,-29919
10502,-30229
9640,-30514
8770,-30775
7893,-31013
7010,-31224
6121,-31411
5228,-31571
4330,-31707
3428,-31817
2524,-31902
1618,-31960
711,-31993
-198,-32001
-1105,-31982
-2013,-31938
-2918,-31869
-3821,-31773
-4722,-31651
-5617,-31504
-6509,-31332
-7395,-31136
-8276,-30912
-9150,-30666
-10017,-30394
-10874,-30098
-11725,-29776
-12564,-29432
-13394,-29064
-14213,-28672
-15022,-28257
-15816,-27819
-16600,-27360
-17369,-26878
-18124,-26374
-18866,-25849
-19592,-25304
-20303,-24736
-20996,-24151
-21673,-23545
-22332,-22921
-22973,-22278
-23597,-21617
-24201,-20939
-24784,-20244
-25349,-19533
-25893,-18806
-26415,-18063
-26918,-17307
-27398,-16536
-27856,-15752
-28292,-14955
-28704,-14146
-29095,-13326
-29460,-12495
-29804,-11655
-30123,-10805
-30416,-9945
-30687,-9078
-30933,-8204
-31153,-7322
-31347,-6436
-31518,-5543
-31662,-4647
-31781,-3748
-31875,-2844
-31942,-1938
-31985,-1031
-32001,-123
-31992,785
-31958,1692
-31895,2599
-31808,3502
-31697,4404
-31559,5301
-31396,6194
-31207,7083
-30995,7965
-30755,8842
-30492,9710
-30205,10573
-29892,11424
-29556,12269
-29196,13101
-28812,13924
-28406,14737
-27976,15537
-27525,16324
-27050,17099
-26555,17859
-26036,18606
-25498,19337
-24940,20052
-24359,20752
-23761,21435
-23143,22100
-22507,22749
-21852,23378
-21180,23988
-20492,24579
-19785,25151
-19063,25703
-18327,26233
-17574,26742
-16808,27230
-16029,27696
-15237,28140
-14432,28561
-13616,28958
-12790,29333
-11951,29685
-11105,30012
-10249,30314
-9384,30593
-8513,30846
-7634,31076
-6748,31279
-5858,31459
-4964,31611
-4064,31740
-3162,31842
-2258,31920
-1351,31971
-443,31996
466,31997
1373,31971
2280,31918
3185,31840
4087,31737
4985,31608
5881,31454
6770,31274
7655,31070
8534,30840
9405,30586
10269,30306
11126,30003
11973,29675
12810,29323
13636,28948
14452,28550
15257,28128
16048,27684
16828,27217
17595,26728
18345,26219
19081,25687
19803,25135
20508,24563
21196,23972
21867,23360
22522,22730
23158,22082
23775,21416
24374,20732
24953,20033
25510,19317
26048,18585
26566,17838
27060,17077
27534,16303
27986,15515
28415,14715
28820,13903
29204,13079
29563,12245
29899,11401
30210,10547
30498,9687
30760,8817
30998,7941
31210,7058
31398,6170
31561,5277
31698,4378
31809,3477
31894,2574
31956,1666
31989,760
31999,-149
31981,-1056
31938,-1965
31870,-2869
31775,-3772
31657,-4672
31510,-5569
31339,-6460
31144,-7347
30923,-8228
30676,-9103
30407,-9969
30111,-10828
29792,-11678
29449,-12518
29081,-13349
28691,-14169
28277,-14978
27842,-15774
27383,-16558
26901,-17328
26399,-18084
25875,-18827
25331,-19553
24766,-20264
24181,-20958
23577,-21637
22952,-22297
22311,-22939
21651,-23563
20974,-24168
20280,-24754
19569,-25318
18843,-25863
18101,-26388
17345,-26891
16576,-27372
15792,-27832
14997,-28269
14188,-28683
13369,-29074
12538,-29442
11698,-29786
10847,-30106
9989,-30401
9122,-30673
8249,-30919
7369,-31140
6482,-31337
5590,-31509
4694,-31654
3794,-31775
2890,-31870
1984,-31939
1079,-31983
170,-32001
-738,-31993
-1645,-31959
-2552,-31899
-3456,-31813
-4357,-31704
-5255,-31567
-6149,-31405
-7036,-31218
-7920,-31006
-8797,-30769
-9666,-30507
-10528,-30220
-11381,-29909
-12225,-29575
-13059,-29216
-13882,-28834
-14696,-28428
-15497,-27999
-16284,-27549
-17060,-27075
-17821,-26581
-18568,-26064
-19300,-25526
-20017,-24969
-20717,-24392
-21401,-23794
-22067,-23177
-22716,-22542
-23346,-21887
-23958,-21217
-24551,-20528
-25124,-19823
-25675,-19102
-26207,-18368
-26718,-17616
-27207,-16850
-27674,-16071
-28119,-15279
-28541,-14476
-28941,-13660
-29316,-12833
-29668,-11996
-29997,-11150
-30301,-10294
-30581,-9430
-30837,-8559
-31066,-7681
-31272,-6796
-31453,-5907
-31607,-5012
-31737,-4112
-31841,-3210
-31919,-2306
-31972,-1399
-31998,-491
-32000,417
-31975,1325
-31925,2231
-31848,3137
-31746,4039
-31618,4938
-31466,5833
-31287,6723
-31085,7609
-30856,8487
-30602,9358
-30326,10223
-30022,11081
-29696,11927
-29345,12764
-28972,13593
-28574,14409
-28154,15215
-27710,16006
-27244,16787
-26757,17553
-26249,18305
-25720,19043
-25168,19764
-24598,20470
-24007,21160
-23397,21834
-22767,22488
-22120,23126
-21455,23743
-20773,24343
-20074,24922
-19358,25481
-18628,26020
-17882,26538
-17121,27036
-16347,27511
-15559,27962
-14761,28393
-13949,28801
-13127,29185
-12293,29545
-11449,29881
-10597,30195
-9736,30484
-8867,30747
-7991,30987
-7108,31201
-6221,31390
-5327,31554
-4429,31691
-3528,31805
-2625,31892
-1719,31954
-811,31991
97,32000
1005,31984
1911,31943
2818,31876
3721,31783
4621,31664
5518,31520
6410,31351
7297,31156
8177,30937
9052,30693
9920,30423
10780,30130
11629,29812
12471,29469
13302,29103
14122,28714
14932,28302
15729,27866
16513,27410
17284,26930
18041,26428
18784,25906
19511,25363
20223,24798
20919,24215
21598,23611
22258,22988
22903,22348
23527,21689
24132,21013
24720,20319
25286,19609
25832,18884
26358,18144
26863,17388
27344,16620
27806,15836
28243,15041
28659,14234
29051,13415
29420,12585
29765,11745
30087,10896
30384,10038
30657,9171
30904,8297
31127,7417
31325,6531
31498,5639
31645,4743
31767,3844
31864,2940
31934,2035
31979,1128
31999,220
31991,-688
31959,-1595
31900,-2502
31816,-3406
31708,-4307
31572,-5205
31413,-6099
31227,-6989
31016,-7871
30780,-8748
30520,-9617
30234,-10479
29924,-11334
29590,-12179
29233,-13013
28852,-13838
28447,-14650
28021,-15452
27571,-16240
27100,-17017
26605,-17778
26090,-18526
25554,-19260
24997,-19977
24420,-20678
23824,-21363
23208,-22030
22574,-22679
21921,-23311
21251,-23925
20563,-24517
19859,-25090
19140,-25645
18404,-26177
17654,-26689
16890,-27179
16110,-27648
15320,-28093
14517,-28517
13703,-28918
12876,-29295
12039,-29648
11194,-29979
10338,-30284
9474,-30565
8603,-30822
7726,-31054
6842,-31261
5952,-31441
5057,-31598
4159,-31729
3256,-31834
2352,-31914
1446,-31968
538,-31996
-370,-31999
-1278,-31975
-2185,-31926
-3089,-31851
-3992,-31750
-4891,-31625
-5788,-31473
-6678,-31296
-7563,-31094
-8442,-30867
-9314,-30615
-10179,-30339
-11036,-30037
-11885,-29713
-12722,-29363
-13551,-28991
-14368,-28595
-15173,-28176
-15967,-27734
-16747,-27270
-17514,-26783
-18267,-26275
-19006,-25748
-19728,-25197
-20436,-24627
-21125,-24037
-21799,-23429
-22455,-22801
-23093,-22155
-23712,-21490
-24313,-20808
-24893,-20110
-25454,-19396
-25993,-18665
-26514,-17921
-27011,-17161
-27487,-16389
-27941,-15603
-28373,-14802
-28782,-13992
-29167,-13170
-29529,-12337
-29867,-11494
-30181,-10642
-30470,-9781
-30737,-8912
-30976,-8037
-31192,-7155
-31382,-6267
-31548,-5374
-31688,-4478
-31802,-3575
-31891,-2672
-31954,-1766
-31991,-858
-32002,50
-31988,957
-31948,1864
-31882,2770
-31790,3673
-31674,4574
-31532,5471
-31364,6364
-31170,7251
-30951,8131
-30708,9008
-30441,9875
-30147,10734
-29831,11585
-29491,12428
-29126,13259
-28738,14080
-28327,14891
-27893,15687
-27437,16472
-26957,17244
-26458,18003
-25937,18746
-25394,19474
-24832,20187
-24248,20884
-23647,21563
-23025,22226
-22386,22870
-21728,23495
-21052,24103
-20359,24691
-19650,25257
-18927,25805
-18186,26331
-17432,26836
-16664,27321
-15882,27783
-15086,28222
-14279,28639
-13461,29032
-12632,29403
-11793,29748
-10944,30072
-10086,30370
-9221,30643
-8348,30893
-7467,31118
-6581,31316
-5690,31490
-4794,31640
-3895,31762
-2992,31860
-2086,31932
-1178,31978
-272,31999
637,31994
1544,31963
2450,31907
3354,31824
4256,31716
5155,31583
6049,31423
6939,31239
7822,31030
8698,30795
9569,30536
10432,30252
11285,29943
12131,29611
12966,29256
13791,28876
14606,28472
15407,28047
16196,27598
16973,27127
17736,26635
18485,26120
19219,25586
19937,25030
20639,24454
21325,23859
21993,23244
22644,22611
23275,21959
23889,21289
24484,20603
25059,19900
25614,19181
26147,18446
26660,17698
27152,16934
27621,16156
28068,15366
28493,14563
28895,13749
29273,12923
29629,12087
29959,11242
30266,10388
30549,9524
30807,8653
31041,7775
31248,6892
31431,6002
31588,5107
31721,4210
31827,3308
31908,2403
31964,1498
31994,590
31998,-319
31976,-1227
31928,-2133
31854,-3039
31755,-3941
31630,-4840
31480,-5736
31306,-6628
31103,-7513
30878,-8393
30628,-9265
30353,-10130
30054,-10987
29729,-11836
