# re,im (signed integer codes)
12695,13916
1974,22781
-422,9143
12517,13959
1809,22839
-608,9204
12338,13999
1644,22895
-794,9263
12159,14037
1478,22949
-981,9320
11979,14073
1312,23000
-1168,9375
11799,14107
1145,23050
-1356,9427
11618,14139
978,23098
-1545,9478
11436,14169
810,23143
-1734,9526
11255,14197
642,23187
-1923,9573
11072,14223
473,23228
-2113,9618
10889,14247
304,23267
-2303,9660
10706,14268
134,23304
-2493,9700
10523,14288
-35,23339
-2684,9739
10339,14305
-206,23372
-2875,9775
10154,14321
-376,23403
-3067,9809
9970,14334
-547,23432
-3259,9841
9785,14346
-718,23458
-3451,9871
9600,14355
-889,23483
-3643,9899
9414,14362
-1061,23505
-3835,9925
9228,14367
-1233,23525
-4028,9948
9042,14370
-1405,23543
-4221,9970
8856,14370
-1577,23559
-4414,9989
8670,14369
-1749,23573
-4607,10007
8484,14365
-1921,23585
-4800,10022
8297,14360
-2093,23594
-4993,10035
8111,14352
-2266,23602
-5186,10046
7924,14342
-2438,23607
-5379,10055
7738,14330
-2611,23610
-5572,10062
7551,14316
-2783,23611
-5766,10067
7364,14300
-2955,23610
-5959,10070
7178,14282
-3128,23607
-6152,10070
6991,14262
-3300,23602
-6345,10069
6805,14239
-3472,23594
-6537,10065
6619,14214
-3644,23584
-6730,10059
6432,14188
-3815,23573
-6922,10052
6246,14159
-3987,23559
-7114,10042
6061,14128
-4158,23543
-7306,10030
5875,14095
-4329,23525
-7498,10016
5690,14060
-4500,23504
-7689,9999
5504,14023
-4670,23482
-7881,9981
5320,13983
-4841,23457
-8071,9961
5135,13942
-5010,23431
-8262,9938
4951,13898
-5180,23402
-8452,9914
4767,13853
-5349,23371
-8641,9887
4584,13805
-5518,23338
-8831,9859
4401,13755
-5686,23303
-9019,9828
4218,13704
-5854,23266
-9208,9795
4036,13650
-6021,23227
-9395,9760
3854,13594
-6188,23186
-9583,9724
3673,13536
-6354,23142
-9769,9685
3492,13476
-6520,23097
-9955,9644
3312,13414
-6685,23050
-10141,9601
3133,13350
-6849,23000
-10326,9556
2954,13284
-7013,22949
-10510,9509
2775,13216
-7177,22895
-10694,9460
2598,13146
-7339,22839
-10877,9409
2421,13074
-7501,22782
-11059,9356
2244,13000
-7662,22722
-11240,9301
2069,12924
-7823,22661
-11421,9244
1894,12845
-7982,22597
-11601,9186
1720,12765
-8141,22531
-11780,9125
1546,12683
-8299,22464
-11959,9062
1374,12600
-8457,22394
-12136,8997
1202,12514
-8613,22323
-12313,8931
1031,12426
-8768,22249
-12488,8862
861,12336
-8923,22174
-12663,8792
692,12245
-9077,22096
-12837,8719
524,12151
-9230,22017
-13010,8645
356,12056
-9381,21936
-13182,8569
190,11958
-9532,21853
-13353,8491
25,11859
-9682,21768
-13523,8412
-140,11758
-9831,21681
-13692,8330
-303,11655
-9978,21592
-13860,8247
-465,11551
-10125,21502
-14026,8161
-627,11444
-10271,21410
-14192,8074
-787,11336
-10415,21315
-14356,7985
-946,11226
-10558,21219
-14520,7895
-1104,11114
-10701,21122
-14682,7802
-1261,11000
-10842,21022
-14843,7708
-1416,10885
-10981,20921
-15003,7612
-1571,10768
-11120,20818
-15161,7515
-1724,10649
-11257,20713
-15318,7416
-1876,10529
-11394,20606
-15474,7315
-2027,10406
-11528,20498
-15629,7212
-2176,10282
-11662,20388
-15783,7108
-2325,10157
-11794,20276
-15935,7002
-2472,10030
-11925,20163
-16086,6894
-2617,9901
-12055,20048
-16235,6785
-2762,9770
-12183,19931
-16383,6674
-2905,9638
-12310,19813
-16530,6562
-3046,9504
-12435,19693
-16675,6448
-3186,9369
-12559,19572
-16818,6332
-3325,9232
-12682,19449
-16961,6215
-3462,9094
-12803,19324
-17102,6096
-3598,8954
-12922,19198
-17241,5976
-3733,8813
-13040,19070
-17379,5855
-3865,8670
-13157,18941
-17515,5732
-3997,8525
-13272,18810
-17650,5607
-4127,8380
-13385,18678
-17783,5481
-4255,8232
-13497,18545
-17915,5354
-4382,8084
-13608,18410
-18045,5225
-4507,7934
-13717,18273
-18173,5095
-4631,7782
-13824,18135
-18300,4963
-4753,7630
-13929,17996
-18425,4831
-4873,7475
-14033,17855
-18548,4696
-4992,7320
-14136,17714
-18670,4561
-5109,7163
-14236,17570
-18790,4424
-5225,7005
-14335,17426
-18909,4286
-5339,6846
-14432,17280
-19025,4147
-5451,6685
-14528,17133
-19140,4006
-5561,6523
-14622,16985
-19254,3865
-5670,6360
-14714,16835
-19365,3722
-5777,6196
-14804,16684
-19475,3578
-5882,6031
-14892,16532
-19583,3432
-5986,5864
-14979,16379
-19689,3286
-6088,5697
-15064,16225
-19793,3139
-6187,5528
-15147,16069
-19896,2990
-6286,5358
-15228,15913
-19996,2841
-6382,5187
-15308,15755
-20095,2690
-6476,5015
-15385,15597
-20192,2538
-6569,4842
-15461,15437
-20287,2386
-6660,4668
-15535,15276
-20380,2232
-6749,4493
-15607,15115
-20472,2077
-6836,4318
-15677,14952
-20561,1922
-6921,4141
-15745,14788
-20648,1765
-7005,3963
-15811,14624
-20734,1608
-7086,3784
-15876,14458
-20818,1450
-7166,3605
-15938,14292
-20899,1291
-7243,3425
-15999,14125
-20979,1131
-7319,3243
-16057,13957
-21057,970
-7393,3061
-16114,13788
-21132,808
-7464,2879
-16168,13618
-21206,646
-7534,2695
-16221,13448
-21278,483
-7602,2511
-16272,13276
-21347,319
-7668,2326
-16320,13104
-21415,155
-7732,2140
-16367,12932
-21481,-10
-7794,1954
-16411,12758
-21545,-176
-7854,1767
-16454,12585
-21606,-342
-7912,1579
-16495,12410
-21666,-509
-7968,1391
-16533,12235
-21723,-676
-8021,1203
-16569,12059
-21779,-845
-8073,1013
-16604,11882
-21832,-1013
-8123,823
-16636,11706
-21884,-1182
-8171,633
-16667,11528
-21933,-1352
-8217,442
-16695,11350
-21980,-1522
-8260,251
-16721,11172
-22025,-1692
-8302,59
-16745,10993
-22068,-1863
-8342,-133
-16767,10814
-22109,-2034
-8379,-325
-16787,10634
-22148,-2206
-8415,-518
-16805,10454
-22185,-2378
-8448,-711
-16821,10273
-22219,-2550
-8479,-904
-16834,10093
-22252,-2723
-8508,-1098
-16846,9912
-22282,-2896
-8536,-1292
-16855,9730
-22311,-3069
-8561,-1486
-16863,9549
-22337,-3242
-8584,-1681
-16868,9367
-22361,-3415
-8604,-1876
-16871,9185
-22383,-3589
-8623,-2070
-16872,9003
-22403,-3763
-8640,-2265
-16871,8820
-22420,-3937
-8654,-2460
-16868,8638
-22436,-4111
-8667,-2656
-16862,8455
-22449,-4285
-8677,-2851
-16855,8272
-22460,-4459
-8686,-3046
-16845,8090
-22470,-4633
-8692,-3241
-16833,7907
-22477,-4807
-8696,-3437
-16820,7724
-22481,-4981
-8698,-3632
-16804,7541
-22484,-5155
-8698,-3827
-16786,7359
-22485,-5329
-8696,-4022
-16765,7176
-22483,-5503
-8691,-4217
-16743,6993
-22480,-5677
-8685,-4412
-16719,6811
-22474,-5851
-8676,-4607
-16692,6628
-22466,-6024
-8666,-4801
-16663,6446
-22456,-6197
-8653,-4996
-16633,6264
-22444,-6371
-8638,-5190
-16600,6082
-22429,-6543
-8621,-5384
-16565,5901
-22413,-6716
-8602,-5577
-16528,5719
-22394,-6888
-8581,-5771
-16489,5538
-22374,-7060
-8558,-5964
-16447,5358
-22351,-7232
-8533,-6156
-16404,5177
-22326,-7403
-8506,-6349
-16359,4997
-22299,-7574
-8476,-6540
-16311,4817
-22270,-7744
-8445,-6732
-16261,4638
-22239,-7914
-8412,-6923
-16210,4459
-22206,-8084
-8376,-7114
-16156,4281
-22171,-8253
-8339,-7304
-16100,4103
-22133,-8421
-8299,-7493
-16042,3925
-22094,-8589
-8257,-7682
-15982,3749
-22052,-8757
-8214,-7871
-15921,3572
-22009,-8923
-8168,-8058
-15857,3396
-21963,-9090
-8120,-8246
-15791,3221
-21916,-9255
-8071,-8432
-15722,3046
-21866,-9420
-8019,-8618
-15652,2872
-21814,-9585
-7965,-8804
-15580,2699
-21761,-9748
-7910,-8988
-15506,2526
-21705,-9911
-7852,-9172
-15430,2354
-21647,-10073
-7793,-9355
-15352,2183
-21587,-10235
-7731,-9538
-15272,2013
-21526,-10395
-7667,-9719
-15190,1843
-21462,-10555
-7602,-9900
-15106,1674
-21396,-10714
-7535,-10080
-15020,1506
-21329,-10872
-7465,-10259
-14933,1339
-21259,-11029
-7394,-10437
-14843,1172
-21188,-11186
-7321,-10614
-14751,1007
-21114,-11341
-7246,-10791
-14658,842
-21039,-11496
-7169,-10966
-14562,679
-20962,-11649
-7090,-11140
-14465,516
-20882,-11802
-7010,-11314
-14366,354
-20801,-11953
-6927,-11486
-14264,193
-20718,-12104
-6843,-11658
-14162,34
-20634,-12253
-6757,-11828
-14057,-125
-20547,-12401
-6669,-11997
-13950,-283
-20459,-12549
-6579,-12165
-13842,-439
-20368,-12695
-6488,-12333
-13732,-595
-20276,-12840
-6394,-12498
-13620,-749
-20182,-12984
-6299,-12663
-13506,-903
-20087,-13127
-6202,-12827
-13390,-1055
-19989,-13268
-6104,-12989
-13273,-1206
-19890,-13408
-6003,-13150
-13154,-1355
-19789,-13547
-5902,-13310
-13033,-1504
-19686,-13685
-5798,-13469
-12911,-1651
-19582,-13822
-5692,-13626
-12787,-1797
-19476,-13957
-5585,-13782
-12661,-1942
-19368,-14091
-5477,-13937
-12533,-2085
-19259,-14224
-5367,-14090
-12404,-2227
-19148,-14355
-5255,-14242
-12274,-2368
-19035,-14485
-5141,-14393
-12141,-2507
-18920,-14613
-5026,-14542
-12007,-2645
-18804,-14740
-4909,-14690
-11872,-2782
-18687,-14866
-4791,-14837
-11735,-2917
-18568,-14990
-4671,-14982
-11596,-3051
-18447,-15113
-4550,-15125
-11456,-3183
-18325,-15234
-4427,-15267
-11314,-3314
-18201,-15354
-4303,-15408
-11171,-3444
-18076,-15472
-4177,-15547
-11026,-3572
-17949,-15589
-4050,-15684
-10880,-3698
-17821,-15704
-3921,-15820
-10733,-3823
-17691,-15818
-3791,-15955
-10584,-3946
-17560,-15930
-3660,-16087
-10433,-4068
-17427,-16040
-3527,-16218
-10281,-4188
-17293,-16149
-3393,-16348
-10128,-4307
-17158,-16256
-3257,-16476
-9974,-4424
-17021,-16362
-3121,-16602
-9818,-4539
-16883,-16466
-2982,-16727
-9661,-4653
-16744,-16568
-2843,-16850
-9502,-4765
-16603,-16669
-2702,-16971
-9343,-4875
-16461,-16768
-2560,-17091
-9182,-4984
-16318,-16865
-2417,-17208
-9019,-5091
-16173,-16960
-2273,-17324
-8856,-5196
-16028,-17054
-2127,-17439
-8691,-5300
-15881,-17146
-1980,-17551
-8525,-5402
-15733,-17236
-1832,-17662
-8358,-5502
-15583,-17324
-1683,-17771
-8190,-5600
-15433,-17411
-1533,-17878
-8021,-5697
-15282,-17495
-1382,-17984
-7851,-5791
-15129,-17578
-1230,-18087
-7679,-5884
-14975,-17659
-1076,-18189
-7507,-5975
-14820,-17738
-922,-18289
-7333,-6065
-14664,-17816
-767,-18387
-7159,-6152
-14508,-17891
-610,-18483
-6983,-6238
-14350,-17965
-453,-18577
-6807,-6321
-14191,-18037
-295,-18669
-6629,-6403
-14031,-18106
-136,-18760
-6451,-6483
-13870,-18174
24,-18848
-6272,-6561
-13709,-18240
185,-18935
-6092,-6637
-13546,-18304
347,-19019
-5911,-6712
-13383,-18366
510,-19102
-5729,-6784
-13219,-18426
673,-19182
-5546,-6854
-13054,-18484
837,-19261
-5363,-6923
-12888,-18541
1002,-19338
-5179,-6989
-12721,-18595
1168,-19413
-4994,-7054
-12554,-18647
1334,-19485
-4808,-7116
-12385,-18697
1502,-19556
-4622,-7177
-12217,-18745
1669,-19625
-4435,-7235
-12047,-18791
1838,-19691
-4247,-7292
-11877,-18836
2007,-19756
-4059,-7347
-11706,-18878
2176,-19819
-3870,-7399
-11535,-18918
2347,-19879
-3681,-7450
-11363,-18956
2517,-19938
-3491,-7498
-11190,-18992
2689,-19994
-3300,-7545
-11017,-19026
2860,-20049
-3109,-7589
-10843,-19057
3033,-20101
-2917,-7632
-10669,-19087
3205,-20151
-2725,-7672
-10494,-19115
3379,-20199
-2533,-7710
-10319,-19140
3552,-20246
-2340,-7747
-10144,-19164
3726,-20290
-2147,-7781
-9968,-19185
3900,-20331
-1953,-7813
-9791,-19205
4075,-20371
-1759,-7843
-9615,-19222
4250,-20409
-1565,-7871
-9438,-19237
4425,-20445
-1370,-7897
-9261,-19250
4601,-20478
-1175,-7921
-9083,-19261
4777,-20509
-980,-7942
-8905,-19270
4953,-20539
-785,-7962
-8727,-19276
5129,-20566
-589,-7980
-8549,-19281
5305,-20591
-393,-7995
-8370,-19284
5482,-20614
-197,-8008
-8192,-19284
5658,-20635
-1,-8020
-8013,-19282
5835,-20653
195,-8029
-7834,-19278
6012,-20670
391,-8036
-7655,-19272
6189,-20684
587,-8041
-7476,-19264
6366,-20696
783,-8044
-7297,-19254
6542,-20707
980,-8045
-7118,-19241
6719,-20715
1176,-8043
-6939,-19227
6896,-20720
1372,-8040
-6760,-19210
7073,-20724
1568,-8034
-6581,-19191
7249,-20726
1764,-8027
-6402,-19170
7426,-20725
1960,-8017
-6223,-19147
7602,-20723
2156,-8005
-6044,-19122
7778,-20718
2352,-7992
-5866,-19095
7954,-20711
2547,-7976
-5687,-19065
8130,-20702
2742,-7957
-5509,-19034
8306,-20691
2937,-7937
-5331,-19000
8481,-20678
3132,-7915
-5154,-18965
8656,-20662
3327,-7891
-4976,-18927
8831,-20645
3521,-7864
-4799,-18887
9005,-20626
3714,-7836
-4623,-18845
9179,-20604
3908,-7805
-4446,-18801
9352,-20580
4101,-7773
-4270,-18755
9525,-20554
4294,-7738
-4094,-18706
9698,-20526
4486,-7701
-3919,-18656
9870,-20496
4677,-7663
-3744,-18603
10042,-20464
4869,-7622
-3570,-18549
10213,-20430
5060,-7579
-3396,-18492
10384,-20394
5250,-7534
-3223,-18434
10554,-20356
5439,-7487
-3050,-18373
10724,-20315
5629,-7438
-2878,-18310
10893,-20273
5817,-7387
-2706,-18246
11061,-20229
6005,-7334
-2535,-18179
11229,-20182
6192,-7280
-2365,-18110
11396,-20134
6379,-7223
-2195,-18039
11562,-20083
6565,-7164
-2026,-17966
11728,-20031
6750,-7103
-1858,-17891
11893,-19976
6934,-7040
-1690,-17815
12057,-19920
7118,-6975
-1523,-17736
12220,-19861
7301,-6908
-1357,-17655
12383,-19801
7483,-6840
-1192,-17572
12545,-19738
7664,-6769
-1027,-17488
12705,-19674
7845,-6696
-864,-17401
12865,-19608
8024,-6622
-701,-17312
13024,-19539
8203,-6546
-539,-17222
13183,-19469
8381,-6467
-378,-17129
13340,-19397
8558,-6387
-218,-17035
13496,-19323
8733,-6305
-59,-16939
13651,-19247
8908,-6221
99,-16841
13806,-19170
9082,-6135
257,-16741
13959,-19090
9255,-6048
413,-16639
14111,-19008
9427,-5958
568,-16535
14262,-18925
9597,-5867
722,-16430
14412,-18840
9767,-5774
875,-16322
14561,-18753
9936,-5679
1027,-16213
14709,-18664
10103,-5583
1178,-16102
14855,-18573
10269,-5484
1328,-15990
15001,-18481
10434,-5384
1476,-15875
15145,-18387
10598,-5283
1624,-15759
15288,-18291
10761,-5179
1770,-15641
15430,-18193
10922,-5074
1915,-15521
15570,-18094
11083,-4967
2058,-15400
15710,-17993
11242,-4858
2201,-15277
15848,-17890
11399,-4748
2342,-15152
15984,-17785
11556,-4636
2482,-15025
16120,-17679
11711,-4522
2620,-14897
16254,-17571
11864,-4407
2758,-14768
16386,-17462
12016,-4290
2894,-14636
16517,-17351
12167,-4172
3028,-14503
16647,-17238
12317,-4052
3161,-14369
16776,-17124
12465,-3931
3293,-14232
16903,-17008
12612,-3808
3423,-14095
17028,-16891
12757,-3683
3552,-13955
17152,-16772
12900,-3557
3679,-13815
17275,-16651
13043,-3429
3805,-13672
17396,-16529
13183,-3300
3930,-13529
17515,-16406
13323,-3170
4053,-13383
17633,-16281
13460,-3038
4174,-13237
17749,-16154
13596,-2905
4294,-13089
17864,-16026
13731,-2770
4412,-12939
17977,-15897
13864,-2634
4529,-12788
18089,-15766
13995,-2496
4644,-12636
18199,-15634
14125,-2357
4758,-12482
18307,-15501
14253,-2217
4870,-12327
18414,-15366
14379,-2076
4980,-12171
18519,-15230
14504,-1933
5088,-12013
18622,-15093
14627,-1789
5195,-11854
18723,-14954
14748,-1644
5301,-11694
18823,-14814
14868,-1497
5404,-11532
18921,-14673
14986,-1349
5506,-11370
19018,-14530
15102,-1201
5606,-11206
19112,-14387
15216,-1050
5704,-11041
19205,-14242
15329,-899
5801,-10874
19296,-14096
15440,-747
5896,-10707
19385,-13949
15549,-593
5989,-10538
19473,-13801
15656,-439
6080,-10369
19558,-13651
15761,-283
6170,-10198
19642,-13501
15865,-127
6257,-10026
19724,-13349
15966,31
6343,-9853
19804,-13197
16066,190
6427,-9680
19882,-13043
16164,349
6509,-9505
19958,-12889
16260,510
6590,-9329
20033,-12733
16355,672
6668,-9152
20105,-12576
16447,834
6745,-8974
20176,-12419
16537,998
6819,-8796
20244,-12261
16626,1162
6892,-8616
20311,-12101
16712,1327
6963,-8436
20376,-11941
16797,1493
7032,-8255
20438,-11780
16879,1660
7099,-8073
20499,-11618
16960,1827
7164,-7890
20558,-11456
17039,1995
7227,-7706
20615,-11293
17115,2165
7288,-7522
20670,-11128
17190,2334
7347,-7337
20722,-10964
17263,2505
7404,-7151
20773,-10798
17334,2676
7459,-6964
20822,-10632
17402,2848
7512,-6777
20869,-10465
17469,3020
7563,-6589
20913,-10297
17534,3193
7613,-6401
20956,-10129
17596,3367
7660,-6212
20997,-9960
17657,3541
7705,-6022
21035,-9791
17715,3715
7748,-5832
21072,-9621
17772,3891
7789,-5641
21106,-9451
17826,4066
7828,-5450
21139,-9280
17878,4242
7865,-5259
21169,-9108
17929,4419
7900,-5066
21197,-8936
17977,4596
7933,-4874
21223,-8764
18023,4773
7963,-4681
21247,-8591
18067,4951
7992,-4488
21269,-8418
18109,5129
8019,-4294
21289,-8245
18149,5307
8043,-4100
21307,-8071
18186,5486
8066,-3906
21322,-7897
18222,5665
8086,-3711
21336,-7723
18255,5844
8104,-3516
21347,-7548
18287,6024
8121,-3321
21356,-7373
18316,6203
8135,-3126
21363,-7198
18343,6383
8147,-2931
21368,-7023
18368,6563
8157,-2735
21371,-6848
18391,6743
8165,-2539
21372,-6672
18412,6923
8171,-2343
21371,-6497
18431,7103
8174,-2147
21367,-6321
18447,7283
8176,-1951
21362,-6145
18462,7464
8175,-1755
21354,-5969
18474,7644
8173,-1559
21344,-5793
18484,7824
8168,-1363
21332,-5617
18492,8004
8161,-1167
21318,-5442
18498,8185
8152,-971
21301,-5266
18502,8365
8141,-775
21283,-5090
18504,8545
8128,-579
21262,-4914
18503,8724
8113,-384
21240,-4739
18501,8904
8096,-188
21215,-4564
18496,9083
8076,7
21188,-4389
18489,9263
8055,202
21159,-4214
18480,9442
8031,397
21128,-4039
18469,9620
8005,592
21095,-3865
18456,9799
7978,786
21059,-3690
18441,9977
7948,980
21022,-3516
18424,10155
7916,1174
20982,-3343
18404,10332
7882,1367
20940,-3170
18383,10509
7846,1560
20897,-2997
18359,10686
7808,1753
20851,-2824
18334,10862
7768,1945
20803,-2652
18306,11037
7726,2137
20753,-2481
18276,11213
7681,2328
20701,-2310
18244,11387
7635,2519
20647,-2139
18210,11562
7587,2709
20590,-1969
18174,11735
7537,2899
20532,-1799
18136,11908
7484,3088
20472,-1630
18096,12081
7430,3277
20409,-1462
18054,12253
7373,3465
20345,-1294
18010,12424
7315,3652
20278,-1127
17964,12594
7255,3839
20210,-960
17915,12764
7192,4025
20139,-794
17865,12933
7128,4210
20067,-629
17813,13102
7062,4395
19992,-465
17759,13269
6993,4578
19916,-301
17703,13436
6923,4762
19837,-138
17645,13602
6851,4944
19757,24
17584,13767
6777,5125
19675,185
17522,13932
6701,5306
19590,346
17458,14095
6623,5486
19504,506
17393,14258
6543,5664
19416,664
17325,14419
6461,5842
19326,822
17255,14580
6378,6019
19233,979
17183,14740
6292,6196
19140,1135
17110,14899
6205,6371
19044,1290
17034,15056
6116,6545
18946,1444
16957,15213
6025,6718
18846,1597
16878,15369
5932,6890
18745,1749
16797,15523
5837,7061
18642,1900
16714,15677
5740,7231
18537,2050
16629,15829
5642,7400
18430,2199
16543,15981
5542,7567
18321,2347
16455,16131
5440,7734
18210,2493
16364,16280
5337,7899
18098,2639
16273,16427
5231,8064
17984,2783
16179,16574
5124,8227
17868,2926
16084,16719
5016,8389
17751,3068
15987,16863
4905,8549
17631,3208
15888,17006
4793,8708
17510,3348
15788,17148
4679,8866
17388,3486
15685,17288
4564,9023
17263,3622
15582,17427
4447,9179
17137,3758
15476,17564
4328,9333
17010,3892
15369,17700
4208,9485
16880,4025
15260,17835
4086,9637
16750,4156
15150,17968
3962,9787
16617,4286
15038,18100
3837,9935
16483,4415
14925,18231
3711,10082
16347,4542
14810,18360
3583,10228
16210,4667
14693,18487
3453,10372
16071,4792
14575,18613
3322,10515
15931,4915
14455,18738
3189,10656
15789,5036
14334,18861
3055,10796
15646,5156
14212,18982
2920,10934
15502,5274
14088,19102
2783,11071
15355,5391
13962,19220
2645,11206
15208,5506
13835,19337
2505,11339
15059,5619
13707,19452
2364,11471
14909,5731
13578,19566
2222,11601
14757,5842
13447,19677
2078,11730
14604,5951
13314,19787
1933,11857
14449,6058
13180,19896
1786,11982
14294,6163
13045,20003
1639,12106
14137,6267
12909,20108
1490,12228
13978,6369
12772,20211
1340,12348
13819,6470
12633,20313
1189,12466
13658,6568
12493,20413
1036,12583
13496,6665
12352,20511
882,12698
13333,6761
12209,20607
728,12811
13168,6854
12066,20702
572,12923
13003,6946
11921,20794
415,13033
12836,7036
11775,20885
256,13141
12668,7124
11628,20974
97,13247
12499,7210
11480,21062
-63,13351
12329,7295
11331,21147
-224,13453
12158,7378
11181,21231
-387,13554
11986,7458
11030,21312
-550,13653
11813,7538
10877,21392
-714,13749
11639,7615
10724,21470
-879,13844
11464,7690
10570,21546
-1046,13937
11288,7763
10415,21620
-1213,14029
11112,7835
10259,21692
-1381,14118
10934,7904
10102,21762
-1549,14205
10755,7972
9945,21830
-1719,14290
10576,8038
9786,21897
-1889,14374
10395,8102
9627,21961
-2061,14455
10214,8164
9467,22023
-2233,14535
10032,8224
9306,22083
-2405,14612
9850,8282
9144,22142
-2579,14688
9666,8338
8982,22198
-2753,14761
9482,8392
8818,22252
-2928,14833
9297,8444
8655,22305
-3103,14903
9112,8494
8490,22355
-3279,14970
8925,8542
8325,22403
-3456,15036
8739,8588
8159,22449
-3633,15099
8551,8632
7993,22493
-3811,15160
8363,8674
7826,22535
-3989,15220
8175,8714
7658,22575
-4168,15277
7986,8751
7490,22613
-4348,15332
7796,8787
7322,22649
-4527,15386
7606,8821
7153,22683
-4708,15437
7415,8853
6983,22715
-4888,15486
7224,8883
6814,22744
-5069,15533
7033,8910
6643,22772
-5251,15578
6841,8936
6473,22797
-5433,15621
6649,8959
6302,22820
-5615,15661
6457,8981
6130,22841
-5797,15700
6264,9000
5959,22860
-5980,15737
6071,9017
5787,22877
-6163,15771
5878,9033
5615,22892
-6346,15803
5684,9046
5442,22905
-6529,15834
5490,9057
5270,22915
-6713,15862
5296,9066
5097,22924
-6897,15888
5102,9072
4924,22930
-7080,15912
4908,9077
4751,22934
-7264,15933
4713,9080
4577,22936
-7448,15953
4519,9080
4404,22936
-7632,15971
4324,9079
4231,22934
-7816,15986
4129,9075
4057,22930
-8000,16000
3935,9069
3884,22923
-8185,16011
3740,9061
3710,22915
-8369,16020
3545,9051
3537,22904
-8553,16027
3351,9039
3364,22891
-8736,16032
3156,9025
3190,22876
-8920,16034
2962,9009
3017,22859
-9104,16035
2767,8990
2844,22839
