# re,im (signed integer codes)
18,-3214
428,-1841
-1117,-4214
5994,4241
-6950,1882
25,-2513
-2997,3157
551,616
-3646,10294
353,265
6527,-3736
254,-4172
-1770,3601
4271,373
3616,-2539
-1629,378
3167,-3373
-243,711
1393,3517
-4025,-2198
3102,4701
-1526,5112
192,7816
-3394,4592
-461,-4617
-2084,-5422
-13558,-4966
7608,-6373
-4156,-6239
435,-5915
1349,-3965
2282,-890
4204,-2241
-889,1140
690,1408
-4714,836
-652,372
-1136,-3161
-2293,1615
1744,-1656
-5945,1464
-1440,-3570
-3217,9137
855,-3194
1078,2924
874,506
4644,455
3463,-7107
-1306,2819
2081,2756
7542,-813
8997,-92
-575,6614
4634,-2806
809,384
-1009,-4926
5566,904
-381,-3547
-1500,-7858
-1390,-1216
-401,1881
-2213,6309
5570,126
4991,-481
4125,4355
1968,-4148
2403,-2846
4958,-2605
-2883,3446
3087,-2352
6349,543
1211,-1412
-6813,192
2601,-2288
-5520,-4309
351,2413
-422,3367
-861,1495
-187,-5685
9084,-13157
3441,-6681
5936,2154
-8317,-1701
-1753,-2991
2831,5635
2224,3152
-3281,1459
-2799,2036
-582,6530
192,822
-267,4768
-7065,5287
5372,162
-5236,-6386
1919,-840
-360,-3754
-4403,1802
1036,917
-1798,4065
-1742,5752
-1523,1462
-872,9
-2572,3342
-3357,-1835
-4701,3591
-2774,-737
-5608,-2744
5402,6209
4237,1332
-1333,3181
-1431,810
5511,7275
2546,-1136
-1083,1138
-767,3240
1332,2829
-3591,-84
-645,-3071
-2232,3312
-5424,5175
7426,1229
5509,-3651
226,-574
3715,619
-366,5465
867,-4444
-5710,74
1613,3103
3081,-1544
823,-7569
-4664,-97
-2842,792
1266,-4221
3842,-2135
-65,744
518,-3886
3753,236
-4985,10059
-1657,1619
-3128,6413
-3221,-8185
5446,-8162
6155,750
2060,3069
267,9147
5322,-2488
3242,1728
4632,-2031
3631,-60
-6451,4890
6530,-2955
1159,-3171
1240,4492
-7700,-1674
5538,1388
6039,-2240
-9891,2155
1106,-2699
-4414,-1235
-189,-127
3481,-496
-3057,1804
8506,2368
-2219,-159
1113,-7662
7319,717
-1561,6026
-3582,-6540
2809,-1544
32,317
-1707,1289
434,-2813
-7450,2629
2234,996
-10864,-1277
3111,-2812
194,1664
1923,6057
259,-2235
-3500,897
-6546,508
3040,-1505
-436,3159
-1277,3587
1320,2994
-2456,700
-2032,-709
-357,140
7282,-1830
313,-921
1681,-2066
-213,-3513
13042,2519
6829,389
-1414,-6501
-1134,-1293
667,-1129
-4320,-1068
1745,2881
-5242,3801
-6477,-4765
969,-3214
-1338,1506
4101,2068
2416,-98
-1687,-5757
-522,-727
2266,4287
-3416,-650
567,-185
-956,-2274
-4619,1627
-2799,3082
-3718,-4858
4153,-2384
-4120,-3050
1002,-4767
-8398,-8272
2789,-1823
-200,-4314
799,6416
306,-1429
-1586,-1970
-4983,2358
-6179,-4494
2310,-926
-6569,3587
-4900,2672
-5178,159
-8294,7171
-7901,2259
-533,1841
823,2249
-6180,3507
-524,1475
-5257,1074
-2831,-54
-2845,5277
7103,-3505
-4363,1238
-1095,-564
448,1602
3937,-6368
563,3687
-4335,1020
-1237,-5675
-2753,1831
6069,-8355
-5830,5122
4374,-5667
4939,-4466
-6491,-3130
8110,4406
-2782,-2666
-6959,-1269
-505,-1069
-5823,1964
-4025,343
-5888,-3303
-599,754
-4550,-2275
-1668,-2527
1574,-3823
160,2307
-1521,6260
224,253
-5725,-7638
-249,5762
-2232,-7962
988,-9041
-2062,-3227
-1287,2289
4605,767
3182,6373
-5791,5751
-2708,4741
3857,3503
3599,-1450
18,-3592
-6325,41
299,-213
1587,-255
-3449,-6164
1235,2971
3204,6222
-7220,-2293
-4749,4348
6440,-765
-2218,2166
5461,188
-1279,-1716
5349,-3144
5640,-1051
2779,1808
-3538,-2008
325,-2384
3157,-7760
-5942,-1043
-5435,2468
-5965,396
1229,858
-1337,-3140
-1981,-1624
4251,-4658
6251,-2730
-1775,-853
1773,-1918
222,271
-4666,-3455
-7556,1693
-2553,-4211
-6688,3281
-5231,2958
-5108,-6699
-4179,-9118
1495,-658
1607,621
4199,579
-2145,-901
2532,-1408
-976,4583
-399,6004
138,-4293
449,-2479
1729,-4116
912,8499
-1807,-1996
5462,-865
-3709,1771
-9443,-2275
2633,-7112
-1985,-666
2664,-472
5592,2310
-1211,344
1219,5674
-12610,1913
240,1532
-4918,-5423
6846,-2947
-1023,912
-11253,1783
-5577,2485
-2880,820
-6853,-602
2815,-404
6654,-4257
353,13
-4337,-430
-370,-828
-5041,889
-1718,3725
-4453,-658
3262,1327
8587,5744
7920,2519
4011,-2167
3345,-5030
-5170,-2090
-1998,4654
-1966,-9138
-2220,2357
-2401,-6166
-5308,2268
3600,-6583
2744,2784
287,4166
3073,-517
1552,4519
1468,-340
-4901,-1017
-1546,2062
431,3175
-1852,-1029
6437,-1331
-3616,1341
317,4167
-995,-8157
395,-1368
46,484
4231,5214
-441,-4783
-770,-2030
869,3095
-309,-2759
-1224,-3355
-1343,1398
-3880,3855
1193,-3663
-78,-8266
2390,867
614,-1760
-2595,1643
4594,2683
4316,4467
1010,3007
9495,2725
2466,548
-2901,4099
-731,-7384
-240,1385
-6369,3843
2892,4060
4469,3017
428,-991
-2364,-1568
3224,2952
-879,3646
-1456,168
-501,5345
2393,-1588
-378,3052
2158,1236
1097,-7842
2896,-3109
1506,-7938
-3007,1085
-2738,2493
4097,5330
3077,-4444
-1589,-11564
-635,-2715
-4591,-2508
2456,3079
-4161,-860
-1253,-429
-4275,-750
-9431,2458
26,4617
6343,-3672
6242,-4114
2025,4428
208,-211
-265,1282
4312,2048
-266,-4460
3324,-479
1044,-575
807,259
-2599,5115
3154,-1181
-8933,-1669
-4395,-2729
-2656,3129
-3897,6196
-5177,617
-3134,4749
10244,-927
-899,3960
3874,2685
6533,-999
-1179,-44
11137,-2565
-2873,-9104
-2667,-1206
1930,3629
-5346,7702
-5761,1888
-2479,1214
3136,-5802
-2072,1798
2274,-6015
3725,-3583
-2985,9628
-6879,-1161
-79,-2663
4341,1601
4411,1195
-4882,3865
4146,1597
-2733,2647
474,-2625
3347,666
-4976,-5248
-4566,2824
4383,-2737
-4538,1896
-6326,1823
962,3608
-7531,-4080
-1859,-2097
-567,1076
-8377,-2534
-1481,3591
-1082,-9092
-11368,-1200
-10333,-638
5603,5222
-284,2300
5798,3605
-2499,-2949
-2326,-2031
-7573,-1782
-6517,-2999
-3885,4894
606,-6529
5789,107
4692,1996
1392,-2335
-2410,-4558
1040,-1082
2692,-3778
-1098,-522
6540,848
-3071,1619
-7553,-73
-7949,1667
8214,-3145
-4692,1807
3762,-46
-3019,1512
-671,3059
-6184,-5803
-1390,4215
-241,-4511
-5602,-570
-623,647
9331,6898
2809,-2415
771,750
-3343,4940
-2475,3304
-1350,-816
-4873,-721
-7330,-2289
2688,-722
-1061,-10094
2896,450
8399,-206
-5681,1090
3601,-4334
-4141,-1671
-5751,8498
-7054,-7309
6094,-448
-924,6581
-3921,-989
1469,2527
-198,-100
5410,4063
-1753,5
-8160,-719
-2778,-798
2449,5963
-1042,2444
-4437,-1126
-871,-5364
880,4572
-3947,-4347
-1930,3029
201,-4438
-3316,6059
799,2639
3463,-1856
-8087,-2911
-4151,2157
-97,2863
-4688,688
-4076,2853
2756,-964
-5773,3446
-3030,3148
-5875,7310
2932,4786
3811,9974
4427,2427
2930,3083
-4168,4958
319,4622
-3351,-1775
1295,7106
-662,-2202
-3826,880
-1011,-3384
-3230,-2319
4802,-359
3407,-2418
3379,-2172
377,-3156
-6637,4616
-2935,-1668
-3115,-3655
12766,-1370
6026,-2027
-1441,-1516
-5730,-10626
3767,-8542
706,-6387
-1588,-1054
-897,-3206
2229,-1285
-718,5781
2763,4740
1303,8754
3764,3927
2396,1042
-1400,1296
-5663,101
3490,2482
4552,-3719
1535,5113
-3738,1134
7442,2701
719,737
-2112,-7103
-4691,6313
5762,1345
1530,-4152
-4727,6789
112,-2355
3680,1009
6486,-8174
-3697,9132
-7896,-3285
600,5035
3155,2430
-2643,2526
5858,1550
687,1701
1562,-11
8991,-84
1986,-613
-3098,-6839
-4261,-4883
-3670,4757
-587,1938
2944,-246
-1503,1937
6832,5318
-3132,-4579
-4730,-9086
4153,5038
3763,-2941
2034,-5988
5827,-1552
5198,8422
-2804,-2867
2343,-8553
-2040,1015
-2017,-2397
-3977,-364
-4086,-2503
73,1013
231,-7304
-4862,-913
-906,-4602
1890,-1608
2159,-1217
-1793,-450
-493,-4806
-1965,2241
4756,-4383
7754,730
4196,-3288
3058,-2729
705,7014
4369,3303
1155,-9062
-1810,3268
3218,-1360
-802,-4099
-2594,2072
-1616,-2714
3674,-6990
-2707,2973
6872,-6034
286,-3240
-2203,609
-6773,-791
-4814,294
4000,-4242
2450,241
4886,-5544
-6271,-3821
-7236,1203
1298,-2712
-4195,6588
1361,-7025
886,-5275
-4176,4692
4391,-3405
1076,3262
-7210,-10620
3316,-4492
1532,-2730
5420,4331
-561,-1786
444,1576
2130,-822
2638,6484
3196,-5185
423,-4268
-3568,1044
-1975,2201
-4054,-1613
6353,-2163
-2845,-813
-9237,5696
-1853,-350
2529,-3098
9773,-7095
1783,-2194
-3311,-4214
1245,2840
1666,5714
409,-3617
4949,-690
-7313,-874
9226,-3274
434,2997
1581,-4220
3738,-1030
1401,2209
-5491,-1781
2962,2628
-1635,4488
3972,-5588
-3747,-527
3218,5693
2738,544
-7547,-3069
-1513,-1109
153,-2185
-3612,3654
-1561,2077
4562,-9014
-913,-22
1981,-3441
-929,-4471
-4576,-7856
1082,408
-760,-665
-1470,2566
-3453,-1913
7581,3693
12,1428
4492,-248
-3698,1967
-5244,-7311
-921,2324
-7246,-3622
-2989,-3551
1797,6939
-2910,6455
3730,5593
1173,-4652
1680,-3513
-213,-4861
-1146,3591
4922,1282
7268,-4306
-1356,2895
-4532,4344
4796,-4600
2448,4067
5160,-3960
-1789,-3165
1874,-331
268,-3963
-6959,-6449
-5456,-4591
-3783,-489
1011,4476
-3730,-206
2771,-341
-9365,-2644
-5385,6804
2617,-3636
5147,-5212
2457,2750
-4474,-1695
2891,2564
-6203,-8334
-3109,3706
8277,226
4457,-2319
-1850,-670
-5247,1081
145,-2444
-189,-2594
1360,-1355
-2020,-5040
-3045,-529
-1856,-3122
-1052,-830
2435,-2811
-3060,1581
4966,-565
-6732,-1399
6336,-3422
-2271,-1414
3111,5829
644,-5808
4061,57
1614,198
3975,-6456
-2560,603
-226,-6194
-4767,-3259
5206,4531
-4060,5026
2224,2360
-141,3427
-281,-4766
-1277,2392
-3266,4235
592,-5048
-2495,1485
-3159,63
-587,-643
2276,-3641
4001,4903
2103,-1980
2634,-2938
624,-2333
2137,1318
2255,-5772
-3044,1323
-3037,808
-1220,-3886
241,-2930
-1011,6905
-4187,-1050
7867,-302
5372,2125
-3402,2569
3034,-4100
2978,2581
-478,4911
1746,5104
6718,666
-5932,5044
-4628,2098
1150,-4238
3851,-1627
5134,6983
-2397,-842
7332,-5535
-4198,-217
-7043,2097
-3524,-346
-3922,-3537
8696,4891
7933,-543
-1671,-483
4311,-915
-2345,-4534
118,-4858
893,-1022
1653,-685
1529,626
-1557,3985
-665,-6081
2423,-9255
1821,2716
-1303,-914
161,-457
229,-4294
-1689,-6875
-5849,518
3861,395
6878,-2458
904,-4145
1919,-3684
2540,2664
11952,-4555
-159,-5203
-2337,-8312
605,1410
-1113,-3003
65,-4384
-679,3632
1313,7495
3745,-5579
-3987,-114
-1597,1334
10768,1127
-4453,2559
2814,3532
657,-490
-3258,2071
-2482,1071
5813,-1162
-2380,-2910
575,-3656
3867,-3722
-2010,6271
-1020,1418
5441,-819
1782,2015
-4386,3796
513,-7
-3290,-2174
799,-5663
4067,1992
5049,837
4104,-8154
-3754,-2127
-781,-957
794,1839
-765,-465
1179,2725
3024,573
-3254,-225
-3415,7550
-3300,5907
2460,-8507
-1853,-5566
-2346,8782
-5857,2714
2311,-2654
-6841,3086
2848,-6179
-5570,2714
3244,-2579
3435,-1725
-4723,1515
9084,1966
4074,5015
743,-6391
2998,5923
-2283,-381
-8737,539
-4082,-256
-3249,8620
7933,-4406
-1737,-3189
890,309
927,-3580
7295,-7188
103,1083
-3175,3766
-906,-6858
-5855,2478
-1852,6532
2714,-3735
-1219,-3351
-3888,-803
3196,-7333
4857,1253
-6007,3935
7277,-259
-1932,2074
3385,1283
-4944,1680
2430,5656
4112,4278
2608,-11027
-7800,-7106
-3230,-1418
-1119,-6425
2151,-2723
-4541,-1550
517,-3685
-1153,2078
-1523,316
-930,843
-59,3890
4874,-2525
5140,289
5818,316
5453,-8874
-2791,-5166
-3431,2118
-508,407
-3930,9361
-2118,-4969
1006,4849
-978,4534
2969,5817
-811,4440
652,234
-6877,2483
-726,1161
1160,-3527
1476,-10174
-1251,1026
10693,1187
1016,4849
10408,-5560
-1674,-1678
3666,-4782
-1082,2449
-469,7187
-6470,5062
110,-4392
373,5831
-4847,3318
-1045,-3981
-1278,4934
-2815,6276
-1079,313
-2337,4858
-4148,-3465
-6605,25
-6224,-3619
-6026,-2331
1314,925
-2167,1225
2816,-3547
2756,545
5578,3636
-164,-2926
988,3689
-6032,575
-3353,2740
1053,4
2236,1857
828,4007
791,-4851
-3387,-5916
-6527,-4980
5213,-3439
9825,1946
2956,1388
-249,-1773
-1281,3231
5192,-2486
-1547,4230
-2218,-5109
1850,2142
-6541,4357
-5870,142
-5165,-936
-362,-970
-797,-423
2577,3727
1856,-4651
3308,-1859
-2664,4314
-1014,1511
-1246,-4030
3312,1216
-1077,-10188
914,-1895
-1390,-273
7708,7025
5599,9736
-6689,1189
-658,-5133
36,-1753
3879,-2906
-1242,-530
-8352,-1742
-3888,-362
-673,-3858
-2362,-5067
535,-2911
-118,6710
3630,5195
-2410,3416
6006,-1559
-5765,1670
2548,-266
-1141,-4649
-1726,-948
2771,-1586
3022,2287
-1068,-2949
-2788,4794
-7061,-7129
3567,1283
4961,2747
-2739,-4982
-3234,2679
-1885,-7989
710,-4175
1795,-566
-3851,3541
-1923,6827
9268,1924
-2106,127
-4845,-1049
-2709,5429
-3251,5268
-854,2784
-1495,-1414
477,3484
5327,1154
4323,-1560
-22,-1583
-2845,1585
4182,-8382
-6584,-4447
-298,-195
2054,-674
4017,-1851
-4730,3076
-1690,-2809
5803,9519
-9500,-687
1759,-2707
20,145
-3416,1997
1580,-1851
2080,6858
-4819,111
1853,-6141
5274,2861
-2246,-2064
3601,5217
3549,-1127
1035,1841
708,3356
8,2658
-2067,2196
7641,733
-1882,-2363
5171,665
-548,989
-980,-3886
2997,-2028
-718,1279
-4226,4744
-959,-4913
-3262,7151
-1242,-3013
-1207,1738
3528,2235
-621,447
5633,84
2668,-970
4074,4796
2730,2129
-1421,-8961
-5496,2155
-4252,-7450
3833,912
945,312
1832,260
-62,-586
-1751,-3308
-3618,4764
4607,640
5748,-7199
-5869,-3935
-5188,-1770
2525,-2314
-7624,2622
437,-4459
1062,1509
-268,-1981
80,4699
-4791,-7299
2557,-1916
-1295,4434
-2232,3339
2066,2055
-1553,672
-2616,6263
1157,1633
492,1084
3618,-2459
3554,1915
4565,6104
5443,-2776
-7127,-832
-505,-166
2380,2531
-154,-760
2623,390
2546,-2718
2095,4996
2312,-5470
-1553,3880
3346,-1906
1909,2066
3008,-2556
-4828,2700
3847,-2267
1114,-3632
2488,910
-3820,868
-2166,-5730
825,87
7338,2187
-1404,-1200
-1266,3408
-4246,3822
-177,3758
1469,-1791
3797,-915
3658,-2390
5283,3722
2005,-4414
417,-6839
1188,2372
3705,-581
-3485,-595
4325,2466
1006,6997
5635,5205
783,-914
3816,5287
264,2746
915,-604
-1906,8171
-4960,-3538
1827,5809
4123,-2223
-4848,-2551
3281,-199
-1555,-3190
4158,-9604
-2532,34
1070,1742
5362,3325
2620,-5995
-153,-4079
-381,6737
4459,2337
5061,-304
2112,-3217
2946,-1324
6395,4818
6271,2222
7336,-4268
-1081,-1149
156,4723
-717,5778
-6564,5194
4143,5354
1045,-214
2490,1285
-419,3504
2981,354
-682,7194
5701,-577
-1329,-5652
132,1265
-9639,4226
5834,1051
5810,3821
-229,-4962
4297,-3663
-2369,8461
-1476,-5372
5132,-9402
4280,-1791
3900,-868
3437,12128
-5171,7335
1528,-6027
8794,2732
-2638,237
6766,-3432
7345,-8215
-2802,-6905
-2462,-1127
-5412,-1726
-4083,-3613
3766,3851
3723,5251
1507,1595
5709,5357
-1236,-4521
1094,6719
756,-9823
-6353,-275
3016,339
-3212,-3408
-784,-4708
-9703,1219
1640,1076
5602,-5478
881,1287
1853,-2797
-7193,211
624,254
-6285,-1871
-1462,8991
4031,3000
-6446,-8731
-2983,-1338
-1561,1294
-2789,-536
4448,1881
2270,5593
-2377,3543
-52,-4479
339,-2338
-3631,-3723
-1437,-5734
5213,1807
3940,2739
-7366,-6332
-1011,25
-1779,1288
1067,5298
-4253,-5093
2772,3119
4013,3473
-3385,4235
-3442,-802
1388,-920
-4694,2256
-283,-4932
-1700,1260
4809,3007
-2308,4442
-3536,7525
-1428,-2254
1411,-4469
9521,3982
3590,1111
-3029,-2835
1403,-5472
2838,-1096
6712,-3767
408,1909
4903,536
2941,-889
2201,5856
1055,-2327
-3014,-4941
5097,6410
5251,216
-4492,-5862
-8092,-6121
-3175,3758
-5559,-8130
7689,-1962
6784,2661
6326,956
2540,4764
6916,-1849
-1265,-2520
-1364,1926
-3388,3220
1238,461
1811,-1091
-4229,1297
-5726,-5489
-4771,-5769
-3245,193
7902,0
2717,422
-146,3005
1557,1195
713,6664
-1684,-3199
-389,2322
-516,-4296
6305,-1706
-9331,4073
97,6854
1328,649
3436,3133
-263,-2501
-3327,1130
-291,1672
2760,-1685
827,4930
-663,-9880
763,2556
-4158,2533
1191,-3038
-1509,-10287
6382,503
695,-5466
-4076,708
510,2933
-361,1417
-2629,-3147
1041,-4999
6458,4398
-648,-4622
-5672,-2204
-2311,-1491
-8199,-6794
2440,8961
-5290,-1053
-2740,72
504,285
-6989,-3666
-3666,223
-1623,-1283
9475,102
503,2048
-1406,-5752
-979,781
-5858,-499
1138,-1101
-4274,-4000
-825,-4397
227,2615
8651,4687
1812,-7088
6387,5364
-5361,936
-3927,-4396
-452,3168
-3465,-449
4569,1597
4660,3851
5031,-1556
-2476,-4663
750,-1282
-4080,-129
-6817,-6184
3551,-2347
-708,-2308
-925,-104
-526,-3607
-5696,-852
-2650,-1394
